gene,shoot_control_1,shoot_control_2,shoot_control_3,shoot_ABA_1,shoot_ABA_2,shoot_ABA_3
AT3G25240,6,15,18,10,9,10
AT3G25250,546,1206,829,359,529,406
AT3G25260,4,4,0,0,2,2
AT3G25265,0,0,0,0,0,0
AT3G25270,0,0,2,0,0,0
AT3G25280,0,0,0,0,0,0
AT3G25290,730,1082,840,1531,2132,2408
AT3G25400,276,393,386,561,453,486
AT3G25410,1920,2755,1412,2498,2212,1614
AT3G25420,0,0,0,0,0,0
AT3G25430,640,899,537,572,499,558
AT3G25440,296,483,327,544,384,379
AT3G25460,0,0,0,0,0,0
AT3G25470,4168,6358,3447,5196,5168,4245
AT3G25480,2742,3507,1804,3195,2945,2389
AT3G25490,1,2,3,3,5,0
AT3G25500,2601,4017,2490,5698,5446,4465
AT3G25510,146,198,270,113,97,116
AT3G25520,39157,61219,36829,32907,35117,31340
AT3G25530,5033,8359,3773,7635,9254,5715
AT3G25540,1463,2296,1517,1996,2022,2066
AT3G25545,1070,1825,984,1409,1642,1217
AT3G25550,14,5,9,13,13,35
AT3G25560,957,1077,841,1282,1888,1727
AT3G25570,1817,2153,1481,2246,2123,2275
AT3G25572,1816,2153,1481,2246,2122,2272
AT3G25573,19,11,22,14,83,72
AT3G25577,2,6,10,0,4,14
AT3G25580,686,1116,718,1041,1313,1113
AT3G25585,2760,4499,2890,4649,6423,5189
AT3G25590,280,390,251,493,781,577
AT3G25597,230,425,242,424,359,239
AT3G25600,1231,2337,896,898,1812,662
AT3G25610,2027,5292,3059,2275,2867,2040
AT3G25620,177,409,133,459,820,752
AT3G25640,152,176,138,632,494,498
AT3G25650,0,0,0,0,0,0
AT3G25655,21,11,39,28,20,23
AT3G25660,6993,9422,4579,8467,8441,5727
AT3G25670,86,151,39,262,224,88
AT3G25680,1321,1734,912,1464,1511,1210
AT3G25690,13864,23778,8174,19363,17785,9702
AT3G25700,465,826,394,434,745,653
AT3G25710,529,575,480,744,897,909
AT3G25715,0,0,0,0,0,0
AT3G25716,0,0,0,0,0,0
AT3G25717,691,1251,890,1136,511,433
AT3G25719,0,0,0,0,0,0
AT3G25720,2,0,0,2,0,0
AT3G25727,0,0,0,0,0,0
AT3G25730,381,712,653,220,272,296
AT3G25740,721,999,482,986,905,613
AT3G25750,1,1,0,0,0,0
AT3G25760,3042,7530,3668,7873,6180,4552
AT3G25770,23531,39552,20397,45432,44695,37106
AT3G25780,1033,3235,2783,1314,2766,2497
AT3G25790,69,105,116,36,52,68
AT3G25795,33,36,60,116,169,231
AT3G25800,2798,5214,2691,5382,6328,4862
AT3G25805,1347,2289,922,1686,1795,1027
AT3G25810,2,0,0,2,0,0
AT3G25820,33,1,20,41,10,46
AT3G25830,23,1,15,34,7,29
AT3G25840,2834,4049,2613,5052,4940,4444
AT3G25850,0,0,0,0,1,0
AT3G25855,50,38,34,79,52,66
AT3G25860,3455,4684,3458,4374,4748,4017
AT3G25870,196,459,214,591,743,586
AT3G25880,20,30,19,25,19,20
AT3G25882,177,348,275,182,165,140
AT3G25890,2118,3966,2197,2002,1745,1687
AT3G25900,653,1053,924,903,636,595
AT3G25905,43,67,49,69,108,113
AT3G25910,3316,5360,3079,5952,4453,3868
AT3G25920,19863,30077,13836,26116,26568,15829
AT3G25930,310,318,438,532,258,466
AT3G25940,670,987,738,423,354,473
AT3G25950,8,17,8,56,73,59
AT3G25960,2,0,0,0,0,1
AT3G25970,178,169,165,151,100,167
AT3G25980,704,762,651,649,627,539
AT3G25990,36,59,35,145,119,66
AT3G26000,1192,2356,1256,2348,2961,2094
AT3G26010,0,2,3,4,1,0
AT3G26020,1386,2625,1294,2691,2672,2113
AT3G26030,3274,5076,2678,5441,5324,3788
AT3G26040,53,114,45,144,100,50
AT3G26050,208,217,202,140,169,173
AT3G26060,16748,27739,11889,23677,27522,14935
AT3G26070,7304,12679,4611,12198,13587,7311
AT3G26080,1181,2214,903,1583,1643,1004
AT3G26085,2427,4061,1578,3743,4357,2815
AT3G26090,1168,1962,1376,1849,1637,1479
AT3G26100,2079,3021,1836,7374,6730,6936
AT3G26110,0,0,0,0,0,0
AT3G26115,313,411,246,488,369,304
AT3G26120,6,1,1,15,0,12
AT3G26125,26,33,38,25,48,63
AT3G26130,27,16,20,32,44,24
AT3G26140,0,0,0,2,0,0
AT3G26147,0,0,1,0,0,0
AT3G26150,0,0,1,7,0,0
AT3G26160,3,0,1,0,0,0
AT3G26170,508,1004,396,1584,1841,1131
AT3G26180,1867,3683,1062,5918,4527,2540
AT3G26190,15,24,12,0,0,0
AT3G26200,496,2093,509,213,223,92
AT3G26210,1436,2590,2642,1640,1196,1614
AT3G26220,486,997,609,1341,732,598
AT3G26230,521,1282,926,1001,629,421
AT3G26235,23,28,14,32,7,12
AT3G26240,881,1432,607,1756,1204,818
AT3G26250,0,0,0,0,0,0
AT3G26270,4,2,2,9,2,2
AT3G26280,1408,2137,720,3453,3426,2062
AT3G26290,2603,2856,2446,4983,10066,12849
AT3G26300,1847,3517,1310,2271,2785,1866
AT3G26310,353,732,233,423,543,299
AT3G26320,239,412,147,69,26,18
AT3G26330,289,334,363,171,176,263
AT3G26340,1103,1833,1027,2140,2550,2025
AT3G26350,44,48,50,78,57,92
AT3G26360,854,1219,870,1030,900,923
AT3G26370,1895,2927,1878,2836,3028,2780
AT3G26380,952,1448,757,2273,2339,1713
AT3G26390,0,0,0,0,0,0
AT3G26400,1461,2368,1370,2316,2342,1929
AT3G26410,820,1392,981,654,619,659
AT3G26420,5419,8813,4973,7498,8338,6016
AT3G26430,5413,8809,4967,7495,8333,6010
AT3G26440,456,494,567,1013,863,993
AT3G26445,166,283,117,260,313,149
AT3G26450,6711,17380,4360,18181,30924,10843
AT3G26460,387,451,392,629,571,743
AT3G26470,598,963,622,638,651,524
AT3G26480,145,173,124,324,372,276
AT3G26490,226,436,177,443,398,244
AT3G26500,573,1483,847,763,480,347
AT3G26510,3220,7420,1843,5766,7713,2462
AT3G26511,0,0,0,0,0,0
AT3G26520,30157,52561,20479,71708,73551,43484
AT3G26539,55,67,44,61,39,32
AT3G26540,404,550,403,427,370,284
AT3G26550,102,94,74,216,109,171
AT3G26560,2729,4352,2643,4082,4414,3735
AT3G26561,0,0,0,0,0,0
AT3G26570,10808,23068,8841,8456,17279,10457
AT3G26580,4372,6400,3299,9876,8491,7113
AT3G26590,2133,3013,1876,1557,1837,1448
AT3G26600,768,1316,760,1638,1635,1099
AT3G26610,83,56,113,46,16,41
AT3G26612,232,302,142,445,463,367
AT3G26616,2,2,0,0,6,1
AT3G26618,1938,3093,1645,2436,2465,2192
AT3G26620,5,3,0,0,7,4
AT3G26630,1188,1972,1033,1415,1786,1442
AT3G26640,668,1032,539,1127,1046,786
AT3G26650,69833,117040,37751,81830,88861,37861
AT3G26660,0,0,1,0,0,0
AT3G26670,2537,4731,2645,4391,4765,3388
AT3G26680,1076,2418,1228,1488,1035,830
AT3G26690,1083,1788,1077,2966,2043,1589
AT3G26700,702,1198,778,1355,1042,611
AT3G26710,6427,10274,4547,6966,5752,3950
AT3G26720,2622,3621,2157,4555,3759,3192
AT3G26730,3984,6076,3263,7157,6660,5484
AT3G26740,17836,14746,8624,68473,21393,23469
AT3G26742,8,2,2,12,22,20
AT3G26744,2400,4078,1996,3490,4752,3208
AT3G26747,0,0,0,0,0,0
AT3G26750,162,235,171,296,226,221
AT3G26760,128,128,161,142,86,128
AT3G26770,229,213,125,217,154,237
AT3G26780,3399,5708,2929,4084,5042,3866
AT3G26782,330,511,338,478,373,334
AT3G26790,8,6,7,46,28,26
AT3G26800,0,0,0,0,0,2
AT3G26810,2330,3650,2337,3866,4085,3179
AT3G26812,1,0,0,0,0,0
AT3G26813,0,0,0,0,0,0
AT3G26815,4,12,8,7,2,8
AT3G26816,2,2,1,0,0,1
AT3G26818,5,6,5,4,0,8
AT3G26819,0,0,0,0,0,0
AT3G26820,27,31,26,8,19,8
AT3G26830,2517,6337,4707,2309,15810,4556
AT3G26840,959,1931,1338,3333,2963,3697
AT3G26850,993,1563,982,1711,1497,1532
AT3G26855,4,6,0,5,0,3
AT3G26860,2,0,1,3,0,0
AT3G26870,0,0,0,0,0,0
AT3G26880,0,0,0,0,0,0
AT3G26890,2270,3714,1785,6545,4707,3241
AT3G26900,3271,4815,2446,5111,5112,3155
AT3G26910,1347,3537,1893,3260,3223,2607
AT3G26920,850,1391,939,1176,995,919
AT3G26922,239,267,194,277,182,252
AT3G26930,18,30,17,30,8,7
AT3G26932,447,582,265,739,601,438
AT3G26934,0,0,0,0,0,6
AT3G26935,2083,3227,1759,2913,2816,2236
AT3G26940,0,0,0,2,0,0
AT3G26950,1084,1673,1080,1820,1631,1451
AT3G26960,101,279,142,149,396,235
AT3G26980,1413,3088,1676,2539,2125,1326
AT3G26990,784,1176,725,1144,1244,930
AT3G27000,408,682,482,748,819,652
AT3G27010,497,993,748,760,936,695
AT3G27020,1886,2963,1367,4605,6264,3895
AT3G27025,32,15,29,185,490,340
AT3G27027,71,49,87,97,44,43
AT3G27030,572,658,483,558,432,394
AT3G27040,17,43,18,50,64,35
AT3G27050,1240,2226,889,1746,2187,1183
AT3G27060,6571,6830,5195,5930,7544,6999
AT3G27070,38,26,35,21,15,25
AT3G27080,1905,2809,1883,2142,2229,2181
AT3G27090,9379,15999,6874,16366,21282,13150
AT3G27100,602,968,679,1138,1071,759
AT3G27110,1384,2613,1145,2757,3406,2280
AT3G27120,764,943,559,1210,1137,819
AT3G27130,95,92,95,118,90,107
AT3G27140,0,0,0,1,2,0
AT3G27150,406,371,280,485,451,527
AT3G27160,14917,21383,10267,17879,18648,11145
AT3G27170,2066,4015,2236,1614,4409,2507
AT3G27180,1933,2619,1571,2015,1960,1591
AT3G27190,1108,1552,1162,769,699,653
AT3G27200,295,374,301,466,431,465
AT3G27210,560,606,508,2444,1710,2085
AT3G27220,796,1929,1583,11343,1057,1068
AT3G27230,2307,3450,2512,2919,3461,3112
AT3G27240,5303,9042,6052,9756,11282,9975
AT3G27250,5,10,6,818,3283,2351
AT3G27260,3923,7338,4067,8413,8999,7034
AT3G27270,168,234,140,229,323,253
AT3G27280,2687,5007,2985,2045,2657,2190
AT3G27290,45,96,67,140,135,127
AT3G27300,2261,3015,2111,4698,4119,4177
AT3G27310,1366,2118,1412,3687,2388,1976
AT3G27320,1050,1668,1048,1738,2027,1484
AT3G27325,1697,2333,1754,2483,2417,2497
AT3G27328,0,0,0,0,0,0
AT3G27329,0,0,0,0,0,0
AT3G27330,351,599,440,449,870,511
AT3G27331,0,0,0,0,0,0
AT3G27340,909,1646,870,1548,1619,1109
AT3G27350,1055,1965,817,1525,2869,1657
AT3G27360,1830,1823,1845,2094,1521,1734
AT3G27380,5145,8157,4751,10726,12507,9749
AT3G27390,2949,5563,2920,3251,3135,2308
AT3G27400,292,390,300,162,140,131
AT3G27410,0,2,2,10,10,4
AT3G27415,16,8,16,10,16,26
AT3G27416,16,8,16,9,16,25
AT3G27420,513,740,447,987,812,684
AT3G27425,0,0,0,0,0,0
AT3G27430,4304,7403,4106,7331,8522,6539
AT3G27440,8,4,2,12,6,14
AT3G27460,342,571,290,1066,1092,795
AT3G27470,1058,1270,877,1426,1473,1427
AT3G27473,36,67,23,36,19,26
AT3G27480,20,10,37,4,0,0
AT3G27490,14,8,18,3,2,0
AT3G27500,47,102,86,23,30,23
AT3G27503,0,0,0,0,0,0
AT3G27510,66,70,64,104,30,46
AT3G27520,316,464,342,449,455,320
AT3G27530,2115,3203,1992,4142,4301,3311
AT3G27540,270,318,196,361,461,413
AT3G27550,781,1264,800,535,542,563
AT3G27555,0,0,0,0,0,0
AT3G27560,1154,2490,1232,2231,2323,1740
AT3G27570,3706,6559,3270,5403,6716,5044
AT3G27580,912,1340,676,1391,1738,1237
AT3G27590,3,1,1,3,0,3
AT3G27600,0,0,0,0,0,0
AT3G27610,653,929,697,1338,1016,832
AT3G27620,65,109,75,53,47,86
AT3G27630,38,27,56,38,31,28
AT3G27640,210,192,218,146,133,253
AT3G27650,144,193,191,168,197,187
AT3G27660,48,82,65,52,108,126
AT3G27670,1191,2030,1280,2602,2647,2184
AT3G27680,0,0,0,0,0,0
AT3G27690,4417,4227,1678,4552,4748,2412
AT3G27700,1533,2292,1334,2241,2530,1849
AT3G27710,10,2,11,7,12,6
AT3G27720,5,4,2,4,2,4
AT3G27730,62,34,60,69,49,65
AT3G27740,5186,9255,5068,4943,5847,4839
AT3G27750,1771,2284,1122,5020,2273,1829
AT3G27770,5926,8994,4582,24299,10354,8630
AT3G27785,2,0,2,0,1,0
AT3G27800,0,0,0,0,0,0
AT3G27809,12,8,4,21,43,37
AT3G27810,12,10,4,21,46,42
AT3G27820,6053,9507,4253,10890,11688,10632
AT3G27825,0,0,0,0,0,0
AT3G27830,13839,21405,7585,16626,18995,9523
AT3G27831,21,17,3,2,12,13
AT3G27835,0,0,0,1,0,0
AT3G27840,2,1,0,0,0,2
AT3G27845,0,0,0,0,0,0
AT3G27850,14348,21307,8547,15076,15028,8845
AT3G27860,73,109,44,80,84,36
AT3G27865,17,22,34,29,29,28
AT3G27870,672,813,513,2694,2697,2472
AT3G27880,440,670,409,788,706,703
AT3G27884,34,21,53,113,43,156
AT3G27890,2522,4043,2460,4046,3998,3073
AT3G27900,14,39,24,37,28,25
AT3G27906,780,1245,770,1141,1057,890
AT3G27910,0,0,0,0,2,0
AT3G27920,24,65,82,74,92,162
AT3G27925,4544,9020,3258,7284,10837,5709
AT3G27930,907,1310,826,1286,1425,1266
AT3G27940,56,155,65,171,126,102
AT3G27950,66,118,114,0,0,0
AT3G27960,805,1501,1015,3013,3201,2625
AT3G27968,0,0,0,0,0,0
AT3G27970,6,4,4,2,0,0
AT3G27980,69,100,85,155,131,112
AT3G27990,760,1132,744,1419,1106,933
AT3G27999,0,0,0,0,0,0
AT3G28007,65,56,81,564,1089,1479
AT3G28020,0,0,0,0,0,0
AT3G28030,827,1337,829,1418,1363,1150
AT3G28040,4159,5742,3515,5890,5333,3907
AT3G28050,3705,5178,3114,7963,7166,6977
AT3G28060,4,4,0,0,2,1
AT3G28070,861,1040,411,1140,1767,1057
AT3G28080,1004,1519,639,1077,1107,784
AT3G28100,540,790,580,1701,1538,1701
AT3G28120,0,0,0,0,0,0
AT3G28130,746,844,627,903,1028,1292
AT3G28140,378,609,398,591,677,605
AT3G28150,75,59,62,249,164,139
AT3G28155,1,11,8,4,5,8
AT3G28170,28,38,18,19,24,26
AT3G28180,4725,12356,5853,6913,10539,5632
AT3G28190,2,0,2,0,4,0
AT3G28193,0,0,0,0,0,0
AT3G28200,2577,4843,3916,3564,3574,3079
AT3G28210,532,2108,753,2144,4483,2294
AT3G28216,0,0,0,0,0,0
AT3G28220,576,1330,1017,6038,8810,8720
AT3G28223,0,0,0,0,2,0
AT3G28230,4,2,0,0,0,4
AT3G28243,0,0,0,0,0,0
AT3G28250,0,0,0,2,0,0
AT3G28260,0,0,0,0,0,0
AT3G28270,1825,3956,942,3613,11188,6285
AT3G28280,0,0,0,0,0,0
AT3G28290,2,4,3,31,25,62
AT3G28291,0,0,0,0,0,0
AT3G28300,2,4,3,25,20,56
AT3G28310,31,52,2,61,13,8
AT3G28320,2,2,0,6,0,0
AT3G28321,0,0,0,0,0,0
AT3G28330,4,10,1,2,0,2
AT3G28340,1079,1908,1046,701,1774,937
AT3G28345,436,459,337,493,362,466
AT3G28360,4,0,3,4,0,4
AT3G28370,290,336,288,470,301,422
AT3G28380,12,10,0,14,7,13
AT3G28390,0,0,0,0,0,0
AT3G28410,0,0,0,0,0,0
AT3G28415,2,2,0,0,0,0
AT3G28420,42,68,25,56,61,69
AT3G28430,1083,1619,947,2045,2628,2188
AT3G28440,0,0,0,0,0,0
AT3G28450,1199,2589,1226,2060,2330,1247
AT3G28455,193,179,180,164,178,202
AT3G28460,1398,2099,1076,1436,1625,1120
AT3G28470,3,0,2,2,3,4
AT3G28480,1223,2205,1315,3299,1627,1267
AT3G28490,0,0,0,0,0,0
AT3G28500,28,31,28,34,26,35
AT3G28510,76,14,32,14,7,17
AT3G28520,0,0,0,0,0,0
AT3G28530,0,0,0,0,0,0
AT3G28540,233,261,296,105,315,208
AT3G28550,1674,2327,2004,1883,1565,1909
AT3G28560,14,4,12,0,5,0
AT3G28570,28,5,19,26,22,13
AT3G28580,211,310,433,121,155,192
AT3G28590,3,2,0,4,0,2
AT3G28600,4,14,11,18,12,18
AT3G28610,3,12,5,5,10,5
AT3G28620,33,72,33,50,68,50
AT3G28630,74,106,97,129,74,93
AT3G28640,143,234,150,193,188,156
AT3G28650,33,19,30,4,1,2
AT3G28660,176,315,193,261,202,178
AT3G28670,908,1559,902,1452,1496,1260
AT3G28674,0,0,0,0,0,0
AT3G28680,0,0,0,0,0,0
AT3G28685,0,0,0,0,0,0
AT3G28690,2389,3696,2450,4224,3980,3341
AT3G28695,0,0,1,0,0,0
AT3G28700,664,1110,594,888,1139,847
AT3G28710,5036,8351,4220,10469,10805,7643
AT3G28715,3188,5041,2732,6423,6576,5003
AT3G28720,1862,2797,1915,2200,2838,2562
AT3G28730,2995,4712,2979,4160,3944,3566
AT3G28740,4812,11335,3202,2682,8844,5820
AT3G28750,31,21,19,32,23,24
AT3G28760,656,886,503,860,960,761
AT3G28770,60,62,60,69,63,84
AT3G28780,0,0,0,0,0,0
AT3G28790,0,0,0,0,0,1
AT3G28810,0,0,0,0,0,0
AT3G28820,0,0,0,0,0,0
AT3G28830,0,4,0,0,0,0
AT3G28840,16,43,17,31,15,23
AT3G28850,243,452,352,448,400,302
AT3G28857,5,20,24,18,10,6
AT3G28860,5143,9355,5311,5254,4157,3683
AT3G28870,0,0,0,0,1,0
AT3G28880,107,144,139,145,77,118
AT3G28890,17,28,34,25,41,41
AT3G28899,0,9,1,4,10,1
AT3G28900,7011,9266,6505,5313,4605,4886
AT3G28910,1973,4398,2090,2001,1971,1477
AT3G28917,0,4,8,20,14,16
AT3G28918,0,0,0,0,0,0
AT3G28920,1752,2586,1806,2228,2260,2124
AT3G28925,0,0,0,2,0,0
AT3G28930,4566,9248,5643,3478,5551,3272
AT3G28940,16654,34615,16546,25069,25747,14904
AT3G28950,1050,1299,958,1804,1563,1578
AT3G28956,315,510,355,523,471,493
AT3G28958,4,7,5,4,2,3
AT3G28960,25,65,29,59,22,15
AT3G28970,1243,1846,1187,1938,1905,1621
AT3G28980,0,0,0,0,0,0
AT3G28990,0,0,0,0,0,0
AT3G29000,635,1145,880,398,1227,739
AT3G29010,162,254,193,216,246,177
AT3G29020,4,12,2,0,2,0
AT3G29030,1213,2751,1123,909,1767,803
AT3G29033,0,0,0,0,0,0
AT3G29034,991,1521,1412,1040,843,919
AT3G29035,511,605,541,641,499,580
AT3G29036,0,0,0,0,0,0
AT3G29040,0,0,0,0,0,0
AT3G29050,0,0,0,0,0,0
AT3G29060,2,0,0,4,0,0
AT3G29070,0,0,0,0,0,0
AT3G29075,1335,2390,1498,2150,2414,1877
AT3G29080,0,0,0,0,0,0
AT3G29090,1029,1820,885,1490,1525,1090
AT3G29095,1,0,0,0,0,0
AT3G29100,202,294,197,424,315,332
AT3G29110,0,0,1,1,0,1
AT3G29130,509,772,407,801,777,597
AT3G29140,24,54,30,73,59,48
AT3G29152,0,1,0,2,0,1
AT3G29160,1808,2691,1541,2720,2715,2285
AT3G29170,594,943,591,1299,1170,868
AT3G29180,1903,2566,1644,3573,3260,2423
AT3G29185,3636,4675,2315,4626,3664,2554
AT3G29190,3,4,2,0,1,1
AT3G29195,0,0,0,0,0,0
AT3G29200,3441,5082,3183,5205,7103,6102
AT3G29230,1421,2042,1045,1479,1643,1266
AT3G29240,4277,9673,2609,9270,9642,3192
AT3G29250,271,348,413,553,560,909
AT3G29255,0,0,1,1,0,0
AT3G29260,0,0,2,0,2,0
AT3G29270,981,1872,898,1917,2182,1412
AT3G29280,383,436,297,381,346,270
AT3G29290,1679,2575,1303,2465,2720,1867
AT3G29300,11,8,19,0,12,12
AT3G29305,2,0,3,6,4,0
AT3G29310,1045,1725,1225,1520,1557,1423
AT3G29320,6550,6550,5382,12523,9290,10321
AT3G29330,371,368,232,747,472,418
AT3G29340,2,0,2,2,0,2
AT3G29350,1805,2686,1627,2797,2308,1840
AT3G29360,4908,9392,5419,8970,11373,8877
AT3G29370,20,36,16,31,10,8
AT3G29375,978,1368,771,1031,937,824
AT3G29380,0,2,4,1,2,0
AT3G29385,0,0,0,0,0,0
AT3G29390,3214,4578,3121,6586,4849,4914
AT3G29400,1316,2700,1375,1536,2336,1413
AT3G29410,77,162,103,161,197,81
AT3G29430,6,10,8,2,0,2
AT3G29431,0,0,0,0,0,0
AT3G29450,0,0,0,0,0,0
AT3G29560,0,0,0,0,0,0
AT3G29570,0,0,0,0,2,0
AT3G29575,241,257,284,5992,12373,7781
AT3G29580,0,2,4,1,1,0
AT3G29590,484,1098,427,1425,3716,2380
AT3G29630,75,80,49,168,192,288
AT3G29633,3,2,2,2,0,3
AT3G29635,3,0,0,2,6,0
AT3G29636,0,0,0,0,2,0
AT3G29638,0,0,0,4,0,0
AT3G29639,3,2,0,1,7,2
AT3G29644,412,563,332,518,460,425
AT3G29670,70,156,84,186,111,126
AT3G29680,72,98,89,163,122,142
AT3G29690,4,2,0,0,0,4
AT3G29720,0,0,0,1,0,0
AT3G29740,0,0,0,0,0,0
AT3G29750,0,0,0,0,0,0
AT3G29760,818,1408,690,1205,1376,1136
AT3G29763,0,0,0,0,0,0
AT3G29765,0,0,0,0,0,0
AT3G29770,517,712,444,729,678,801
AT3G29780,44,46,62,30,29,38
AT3G29785,0,0,0,0,0,0
AT3G29790,0,0,0,0,0,0
AT3G29791,2,0,4,2,2,0
AT3G29796,0,0,0,0,0,1
AT3G29797,0,0,0,0,0,0
AT3G29800,0,0,0,0,0,0
AT3G29810,415,995,467,670,1119,650
AT3G29830,0,0,0,0,0,0
AT3G29970,12,2,4,62,0,4
AT3G30160,0,1,0,0,0,0
AT3G30180,868,1191,639,1480,3254,2667
AT3G30200,0,4,0,2,2,0
AT3G30210,0,0,2,421,153,272
AT3G30220,0,0,0,0,0,0
AT3G30222,0,0,0,0,0,0
AT3G30230,0,0,0,0,0,0
AT3G30235,0,0,0,0,0,0
AT3G30247,0,0,0,0,0,0
AT3G30260,19,18,29,15,2,8
AT3G30280,0,0,0,0,0,2
AT3G30290,0,0,0,0,0,0
AT3G30300,1745,2284,1630,3287,4872,3389
AT3G30320,0,0,0,0,0,0
AT3G30340,36,74,99,42,58,77
AT3G30345,0,1,1,2,0,2
AT3G30350,100,62,90,75,22,66
AT3G30370,0,0,0,0,0,0
AT3G30380,702,996,766,1303,1450,1212
AT3G30383,0,0,0,0,0,0
AT3G30385,0,0,0,0,0,0
AT3G30387,0,0,0,0,0,0
AT3G30390,11676,21057,9167,25648,29898,21626
AT3G30391,0,0,0,0,0,0
AT3G30430,0,0,0,0,0,0
AT3G30456,0,0,0,0,0,0
AT3G30460,50,103,24,107,146,70
AT3G30520,0,0,0,0,0,0
AT3G30530,2,6,8,0,7,6
AT3G30540,0,0,0,0,0,0
AT3G30580,0,6,2,2,0,2
AT3G30705,0,0,0,0,0,0
AT3G30720,145,229,140,355,225,187
AT3G30725,22,30,36,4,28,20
AT3G30730,20,49,51,29,22,16
AT3G30768,0,0,0,0,0,0
AT3G30769,0,0,1,0,0,0
AT3G30770,9,10,12,3,12,2
AT3G30775,9196,18072,7785,23823,7662,5416
AT3G30778,0,3,0,0,3,1
AT3G30805,0,0,0,0,0,0
AT3G30820,0,0,0,0,0,0
AT3G30840,0,0,0,0,0,0
AT3G30841,498,683,401,801,875,640
AT3G30842,10,6,10,39,26,40
AT3G30845,0,0,0,0,0,0
AT3G30849,0,0,0,0,0,0
AT3G31051,0,0,0,0,0,0
AT3G31068,0,0,0,0,0,0
AT3G31350,0,0,0,0,0,0
AT3G31400,0,0,0,0,0,0
AT3G31401,0,0,0,0,0,0
AT3G31402,0,0,0,0,0,0
AT3G31430,0,1,0,0,0,0
AT3G31900,0,0,0,0,0,0
AT3G31910,0,0,0,0,0,0
AT3G31950,0,0,0,0,0,0
AT3G32030,52,29,103,51,36,88
AT3G32036,0,0,0,0,0,0
AT3G32040,39,74,50,4,6,12
AT3G32047,4,3,12,2,0,2
AT3G32050,0,0,0,0,0,0
AT3G32052,0,0,0,0,0,0
AT3G32090,1,0,0,0,1,0
AT3G32100,0,0,0,0,0,0
AT3G32120,0,0,0,0,0,0
AT3G32130,0,0,0,0,0,0
AT3G32150,0,0,0,0,0,0
AT3G32160,0,0,0,0,0,0
AT3G32180,0,0,0,0,0,0
AT3G32190,0,0,0,0,0,0
AT3G32200,0,0,0,0,0,0
AT3G32260,0,0,0,0,0,0
AT3G32280,0,0,0,0,0,0
AT3G32330,0,0,0,0,0,0
AT3G32400,0,0,0,0,2,0
AT3G32410,0,0,0,0,0,0
AT3G32896,0,0,0,0,0,0
AT3G32904,0,0,0,0,0,0
AT3G32905,0,0,0,0,0,0
AT3G32920,14,20,12,31,9,12
AT3G32930,3505,5400,2331,5380,5536,2980
AT3G32940,1265,1850,1258,2312,1908,2001
AT3G32960,0,0,0,0,0,0
AT3G32980,5774,5959,6539,8574,6468,8247
AT3G33187,0,0,0,0,0,0
AT3G33293,0,0,0,0,0,0
AT3G33393,0,0,0,0,0,0
AT3G33494,0,0,0,0,0,0
AT3G33520,1243,1864,1232,1636,1672,1458
AT3G33528,18,20,24,16,8,9
AT3G33530,3066,4703,3326,6076,5712,5500
AT3G36659,0,2,0,0,0,4
AT3G41761,4,15,3,9,11,7
AT3G41762,33,50,8,55,27,37
AT3G41768,6126,33385,2774,12250,18125,3519
AT3G41979,56,113,45,114,62,57
AT3G42050,10745,17815,10109,18525,19943,15813
AT3G42060,0,0,0,0,0,0
AT3G42130,0,0,0,0,0,0
AT3G42140,0,0,0,0,0,0
AT3G42148,0,0,0,1,0,0
AT3G42150,766,981,686,1393,1030,930
AT3G42155,0,0,0,0,0,0
AT3G42160,0,2,0,1,0,0
AT3G42170,2120,3567,1928,3799,4406,3037
AT3G42180,74,162,129,215,135,120
AT3G42310,2,2,0,1,0,0
AT3G42380,0,0,0,0,0,0
AT3G42385,0,0,0,0,0,0
AT3G42390,0,0,0,0,0,0
AT3G42473,0,0,0,0,0,0
AT3G42475,0,0,0,0,0,0
AT3G42550,0,0,0,0,0,0
AT3G42560,0,0,0,0,0,0
AT3G42565,0,0,0,0,0,0
AT3G42570,1,0,6,7,2,5
AT3G42628,0,0,0,0,0,0
AT3G42630,745,1210,692,1255,1202,1095
AT3G42640,387,551,362,698,632,559
AT3G42660,963,1273,1031,933,966,1086
AT3G42670,785,776,621,709,610,640
AT3G42723,0,0,0,2,0,0
AT3G42725,123,159,124,132,133,144
AT3G42728,0,0,0,0,0,0
AT3G42770,0,0,0,0,0,0
AT3G42780,0,0,0,0,0,0
AT3G42786,0,0,0,0,0,0
AT3G42790,2747,4626,2513,5429,4806,3424
AT3G42800,64,102,51,33,15,21
AT3G42830,4,0,2,0,0,1
AT3G42850,8,16,8,18,22,6
AT3G42860,286,379,258,315,429,366
AT3G42870,0,0,0,0,0,0
AT3G42880,0,0,0,0,0,0
AT3G42940,0,0,0,0,0,0
AT3G42950,940,1313,999,1054,1320,1316
AT3G42960,0,2,0,0,0,0
AT3G42970,0,0,0,0,0,0
AT3G42990,0,0,0,0,0,0
AT3G43083,0,0,0,0,0,0
AT3G43110,28,32,27,153,140,133
AT3G43120,0,0,0,0,0,0
AT3G43148,0,0,0,0,0,0
AT3G43150,0,0,0,0,0,0
AT3G43153,0,0,0,0,0,0
AT3G43160,0,0,0,0,0,0
AT3G43170,0,0,0,0,0,0
AT3G43180,0,0,0,0,0,0
