gene,root_control_1,root_control_2,root_control_3,root_ACC_1,root_ACC_2,root_ACC_3
AT3G59950,3633,3520,4453,4203,3156,4019
AT3G59960,0,0,7,0,1,0
AT3G59970,25261,25445,37770,26181,21229,28675
AT3G59980,4591,4267,5958,4221,3909,4337
AT3G59990,10062,8437,10888,9712,7762,9695
AT3G60000,43,27,46,38,45,61
AT3G60010,8,14,14,7,10,10
AT3G60020,2,11,11,12,3,0
AT3G60030,5058,4206,5811,5768,3548,5385
AT3G60040,355,336,508,369,306,443
AT3G60050,1227,1336,1303,1133,1015,1175
AT3G60060,5,1,0,2,2,0
AT3G60070,1164,787,1268,1106,731,1072
AT3G60075,0,0,2,0,0,0
AT3G60080,2693,2403,3849,3024,2400,3153
AT3G60090,4,7,9,18,11,4
AT3G60100,22,10,13,9,10,17
AT3G60110,670,723,1107,879,722,914
AT3G60120,94,67,181,124,53,98
AT3G60130,3047,3014,3971,3734,2707,2490
AT3G60140,2277,1791,4280,5741,2038,3615
AT3G60150,304,321,334,341,283,307
AT3G60160,351,148,301,285,134,275
AT3G60176,4,0,0,0,0,0
AT3G60180,858,783,853,951,737,764
AT3G60190,2844,2210,3377,3304,1934,3001
AT3G60200,987,972,1440,1593,1079,1574
AT3G60210,2684,2480,2719,2329,2506,2515
AT3G60220,337,417,487,360,382,427
AT3G60238,0,0,0,0,0,0
AT3G60240,12295,9869,15277,12643,7811,12751
