"gene","shoot_control_1","shoot_control_2","shoot_control_3","shoot_MeJA_1","shoot_MeJA_2","shoot_MeJA_3"
"AT1G43624",0,0,0,0,0,0
"AT1G43630",0,0,0,0,0,1
"AT1G43640",4,7,4,12,6,30
"AT1G43650",162,160,213,330,157,354
"AT1G43665",0,0,0,0,0,0
"AT1G43666",0,0,0,0,0,0
"AT1G43667",0,0,0,0,0,0
"AT1G43670",6475,10749,3280,8997,6539,4163
"AT1G43680",0,0,0,0,0,0
"AT1G43690",2914,4531,2697,4129,4135,3688
"AT1G43700",1726,3390,1762,3473,2955,2202
"AT1G43710",6442,10687,6295,8238,8482,8564
"AT1G43720",0,0,0,0,0,0
"AT1G43722",0,0,0,0,0,0
"AT1G43730",0,0,0,0,0,0
"AT1G43760",0,0,0,0,0,0
"AT1G43765",56,79,86,72,37,91
"AT1G43770",171,284,187,273,286,235
"AT1G43780",0,0,0,0,2,0
"AT1G43790",258,576,441,528,334,703
"AT1G43800",743,905,1338,6360,1153,1897
"AT1G43810",0,0,2,2,0,0
"AT1G43820",0,0,0,0,0,0
"AT1G43850",3013,4448,2622,4830,3488,3484
"AT1G43860",1576,2470,1450,2041,2138,2073
"AT1G43890",2526,4431,2686,3828,3874,3507
"AT1G43900",2136,3203,1830,2590,2283,2382
"AT1G43910",2914,6496,3259,2315,3292,4480
"AT1G43950",0,0,0,0,0,0
"AT1G43970",0,0,0,0,0,0
"AT1G43980",176,199,113,155,156,172
"AT1G44000",3383,5838,1994,2738,4319,2807
"AT1G44010",0,4,2,0,4,10
"AT1G44020",8,14,15,39,26,30
"AT1G44030",0,0,8,2,0,0
"AT1G44050",25,52,63,42,25,54
"AT1G44080",0,0,0,0,0,0
"AT1G44085",0,0,0,0,0,0
"AT1G44090",2,4,0,6,8,8
"AT1G44094",0,0,0,0,0,0
"AT1G44100",3578,8525,4713,3375,4099,4550
"AT1G44110",635,573,527,303,357,583
"AT1G44120",439,623,481,923,579,646
"AT1G44125",439,619,476,919,578,646
"AT1G44130",39,142,120,39,32,128
"AT1G44160",105,85,97,62,32,114
"AT1G44170",1412,2007,1705,1962,2169,2566
"AT1G44180",53,24,73,47,32,99
"AT1G44191",0,0,0,0,0,0
"AT1G44224",0,0,0,0,0,0
"AT1G44318",0,0,0,0,0,0
"AT1G44350",714,2000,1188,6216,8680,6700
"AT1G44414",13,21,7,10,11,6
"AT1G44446",3632,6041,2267,2986,5298,2844
"AT1G44478",0,0,0,0,2,0
"AT1G44542",6,0,8,2,0,4
"AT1G44575",55470,115684,34241,49612,76560,41219
"AT1G44608",83,88,107,84,48,132
"AT1G44674",0,0,0,0,0,0
"AT1G44740",195,224,207,161,150,316
"AT1G44750",1352,1977,1147,2065,1682,1581
"AT1G44760",953,1577,1157,1194,1069,1239
"AT1G44770",1258,2135,974,2640,1584,1487
"AT1G44780",535,622,503,578,509,727
"AT1G44790",1672,2468,1367,4241,4033,2965
"AT1G44800",2003,2052,2390,1909,2212,4435
"AT1G44810",1813,2740,1798,2193,2147,2382
"AT1G44820",1177,1853,1068,2005,1524,1451
"AT1G44830",61,136,96,28,77,123
"AT1G44835",1441,2180,1466,1579,1704,1979
"AT1G44890",274,511,356,527,550,518
"AT1G44900",1424,1544,1348,1342,1327,1730
"AT1G44910",1688,2552,1727,2490,1943,2246
"AT1G44920",3237,5370,2171,3791,3575,2863
"AT1G44940",0,0,0,0,0,0
"AT1G44941",0,0,0,0,0,0
"AT1G44960",724,981,629,1049,1024,1038
"AT1G44970",248,290,279,261,186,254
"AT1G44980",0,0,0,0,0,0
"AT1G44990",0,0,0,0,0,0
"AT1G45000",5777,8830,5424,7902,7964,7478
"AT1G45010",480,1020,375,315,720,457
"AT1G45015",6,9,9,36,34,66
"AT1G45050",801,940,643,1465,1049,1011
"AT1G45063",4,2,0,2,2,0
"AT1G45100",0,0,0,0,0,0
"AT1G45110",401,559,405,423,381,574
"AT1G45130",1437,1952,1356,1612,1352,1638
"AT1G45145",948,1155,1001,2991,1640,2657
"AT1G45150",759,1202,643,1528,1337,1213
"AT1G45160",2334,3992,2372,4239,3788,3609
"AT1G45163",223,271,169,358,231,211
"AT1G45165",223,268,169,356,229,211
"AT1G45170",909,1520,763,1309,1077,966
"AT1G45180",821,1598,880,1269,1104,1107
"AT1G45190",0,0,0,0,0,0
"AT1G45191",557,1616,553,1259,2990,1889
"AT1G45201",8510,16142,7498,11903,28482,18881
"AT1G45207",679,1147,625,654,585,712
"AT1G45215",0,0,0,0,0,0
"AT1G45221",0,0,0,0,0,0
"AT1G45223",0,0,0,0,0,0
"AT1G45229",266,349,283,349,305,408
"AT1G45230",2786,3448,1895,2775,2320,2305
"AT1G45231",679,1156,773,739,905,828
"AT1G45233",503,698,481,824,509,550
"AT1G45234",5,11,11,16,11,17
"AT1G45236",2,3,5,5,0,4
"AT1G45238",4,9,6,6,8,14
"AT1G45240",4,11,4,2,1,2
"AT1G45242",0,0,0,0,0,0
"AT1G45243",1,0,0,0,1,8
"AT1G45244",1,0,0,0,0,0
"AT1G45246",0,0,0,0,0,0
"AT1G45248",225,226,216,255,222,232
"AT1G45249",1344,1920,963,1438,1354,1317
"AT1G45332",2762,4431,2539,4326,3735,4023
"AT1G45403",0,0,0,0,0,0
"AT1G45474",5160,8177,2908,6429,6259,3761
"AT1G45545",304,565,161,348,358,271
"AT1G45616",172,309,357,119,311,596
"AT1G45688",5230,10753,5646,4464,7158,6642
"AT1G45976",812,1793,888,1844,1741,1229
"AT1G46264",577,551,595,471,574,868
"AT1G46336",0,0,0,0,0,0
"AT1G46408",0,0,0,0,0,0
"AT1G46480",300,271,259,157,103,253
"AT1G46554",186,270,122,460,253,200
"AT1G46696",0,0,0,0,0,2
"AT1G46768",145,223,95,306,207,221
"AT1G46840",0,0,0,0,0,0
"AT1G46912",0,0,0,0,0,0
"AT1G46984",0,0,0,2,0,2
"AT1G47056",560,1219,532,1096,1137,853
"AT1G47128",18942,34324,12342,22974,30008,18448
"AT1G47200",2335,3545,2318,2510,3047,3124
"AT1G47210",982,1118,1062,1258,940,1221
"AT1G47220",0,0,0,0,0,0
"AT1G47230",699,773,587,631,574,644
"AT1G47240",1152,1757,1046,1772,1281,1345
"AT1G47250",1486,2428,1523,2087,2134,2020
"AT1G47260",6491,10394,5547,8654,9141,8093
"AT1G47265",3,0,0,4,4,0
"AT1G47270",709,901,501,1357,875,654
"AT1G47271",39,54,61,42,18,97
"AT1G47278",1499,2420,1707,2070,2106,2390
"AT1G47280",5,2,4,2,2,3
"AT1G47290",986,1529,1072,1371,1072,1258
"AT1G47300",0,0,0,0,0,1
"AT1G47310",886,1534,798,1581,1284,1271
"AT1G47317",0,0,0,0,0,0
"AT1G47330",800,1301,834,1468,1250,1204
"AT1G47340",326,595,327,661,679,488
"AT1G47350",0,0,0,0,0,0
"AT1G47370",20,44,10,10,4,4
"AT1G47380",1069,1716,1247,1307,1410,1559
"AT1G47389",0,0,0,0,0,0
"AT1G47390",0,0,0,0,0,0
"AT1G47395",8559,5662,3987,10304,5039,6232
"AT1G47400",4469,3037,1940,4578,2664,2878
"AT1G47410",912,1230,884,1118,854,1103
"AT1G47420",6313,11300,6412,10081,9514,8608
"AT1G47450",0,0,0,0,0,0
"AT1G47470",0,0,0,1,0,1
"AT1G47480",382,472,477,774,621,1262
"AT1G47485",0,0,4,0,0,0
"AT1G47490",4413,7111,3847,4963,5879,5973
"AT1G47495",0,0,0,0,0,0
"AT1G47497",0,0,0,0,0,0
"AT1G47500",4034,6467,3816,3933,5323,5644
"AT1G47510",126,178,187,130,305,306
"AT1G47530",5662,9570,4195,7588,8180,6629
"AT1G47540",4,4,0,4,8,10
"AT1G47550",2905,4372,2442,4080,3632,3327
"AT1G47560",165,185,164,225,190,204
"AT1G47570",924,1280,991,1267,1043,1196
"AT1G47578",56,102,73,78,58,101
"AT1G47580",908,1216,555,939,780,592
"AT1G47600",47,163,282,150,109,369
"AT1G47603",0,2,4,4,0,0
"AT1G47610",4,4,9,2,0,4
"AT1G47620",19,18,17,18,13,32
"AT1G47640",1801,2895,1780,2420,2421,2467
"AT1G47655",104,113,82,92,60,121
"AT1G47660",0,0,1,0,0,0
"AT1G47670",792,1005,802,522,565,1006
"AT1G47680",0,0,0,0,0,0
"AT1G47690",0,0,0,0,0,0
"AT1G47700",0,0,0,0,0,0
"AT1G47710",1708,2596,1837,2552,2248,2324
"AT1G47720",367,655,428,618,588,594
"AT1G47730",0,0,0,0,0,0
"AT1G47740",2047,2850,1834,2478,2096,2444
"AT1G47750",604,1133,633,1316,1016,976
"AT1G47760",79,61,49,38,21,48
"AT1G47765",0,0,0,0,0,0
"AT1G47770",2,0,0,0,0,2
"AT1G47780",0,0,0,0,0,0
"AT1G47786",0,0,0,0,0,0
"AT1G47790",2,0,0,0,0,0
"AT1G47800",0,0,0,0,0,0
"AT1G47810",0,0,0,0,0,0
"AT1G47813",0,0,0,0,1,0
"AT1G47820",344,427,277,425,305,347
"AT1G47830",1751,3034,1654,2715,2632,2456
"AT1G47840",449,565,646,553,420,768
"AT1G47870",771,1119,801,1214,1052,1136
"AT1G47885",0,0,0,0,1,0
"AT1G47890",33,14,36,20,24,58
"AT1G47900",1511,2141,1416,1710,1871,1927
"AT1G47915",1,0,1,2,1,0
"AT1G47920",4,12,2,14,14,13
"AT1G47940",0,0,0,0,0,0
"AT1G47946",0,0,0,0,0,0
"AT1G47960",494,460,330,1510,355,390
"AT1G47970",3560,4171,3209,5898,3646,4920
"AT1G47980",10,30,9,18,26,20
"AT1G47990",29,35,35,51,38,92
"AT1G48000",53,94,55,126,144,172
"AT1G48010",0,0,0,0,0,0
"AT1G48020",2,0,0,2,6,0
"AT1G48030",12205,23192,8231,15718,18342,11343
"AT1G48040",558,967,568,800,941,907
"AT1G48050",842,1474,885,1458,1314,1233
"AT1G48060",6,9,6,11,14,14
"AT1G48070",0,2,0,6,2,2
"AT1G48080",0,0,0,0,0,0
"AT1G48090",3332,5000,3432,6059,4083,4745
"AT1G48095",1,0,0,0,0,0
"AT1G48100",162,179,156,176,264,241
"AT1G48110",2355,3522,1989,2956,2908,2794
"AT1G48120",855,1468,762,420,1386,1112
"AT1G48130",16,52,5,20,57,30
"AT1G48140",686,947,600,920,877,908
"AT1G48145",0,0,0,0,0,0
"AT1G48150",0,0,0,2,0,2
"AT1G48160",1924,2960,1838,2910,2366,2532
"AT1G48170",674,1109,645,914,920,930
"AT1G48175",488,618,402,651,476,475
"AT1G48180",2,0,4,2,2,4
"AT1G48190",0,0,0,0,0,0
"AT1G48195",4,0,5,1,5,2
"AT1G48200",712,1088,640,1088,972,1159
"AT1G48210",1904,2934,1633,3281,2517,2419
"AT1G48220",4,3,0,24,3,6
"AT1G48230",2026,2603,1814,1975,1930,2184
"AT1G48240",974,1499,815,850,1021,982
"AT1G48260",322,620,181,564,893,399
"AT1G48267",4,3,7,3,2,8
"AT1G48270",306,525,255,426,315,476
"AT1G48280",311,502,322,391,266,296
"AT1G48300",12070,19147,7663,25125,12997,9565
"AT1G48310",841,1127,594,1155,834,747
"AT1G48315",1503,2999,1309,1440,1830,1597
"AT1G48320",1474,2952,1298,1419,1803,1581
"AT1G48325",4,2,10,8,2,9
"AT1G48330",184,144,139,130,124,231
"AT1G48350",11211,15501,6291,11532,10805,7562
"AT1G48360",557,699,562,943,619,788
"AT1G48370",455,677,544,729,714,810
"AT1G48380",528,859,490,718,741,603
"AT1G48390",84,137,87,90,116,127
"AT1G48400",17,56,25,44,49,43
"AT1G48405",7,16,8,2,13,9
"AT1G48410",7651,12213,6815,10275,10454,9870
"AT1G48420",2524,4111,2143,2748,3127,2426
"AT1G48430",1625,2598,1223,3541,2335,1995
"AT1G48440",2262,3770,2020,5432,5568,4587
"AT1G48450",4840,8141,3384,6129,6769,4431
"AT1G48460",1746,2620,1404,1595,2028,1989
"AT1G48470",29,89,27,26,47,29
"AT1G48480",1822,3107,1573,1301,2282,1758
"AT1G48490",1730,3272,1675,4875,3151,2872
"AT1G48500",120,232,161,328,208,318
"AT1G48510",202,183,206,134,154,317
"AT1G48520",3403,5033,2431,4159,3827,3208
"AT1G48530",15,12,10,16,10,10
"AT1G48540",1882,2637,1588,2779,1998,2200
"AT1G48550",559,866,452,741,694,654
"AT1G48560",237,380,252,366,340,331
"AT1G48570",4005,5941,3533,4438,5181,4600
"AT1G48580",162,206,151,134,177,191
"AT1G48590",2,0,4,0,1,1
"AT1G48598",8306,14968,9022,13822,16601,19302
"AT1G48600",8304,14968,9021,13822,16601,19300
"AT1G48605",120,156,127,128,139,142
"AT1G48610",1073,1811,910,807,1091,1156
"AT1G48620",2961,4173,2432,4076,3500,3228
"AT1G48630",9074,15588,9793,8642,12671,14555
"AT1G48635",1727,2994,1555,2313,2607,2238
"AT1G48640",44,62,52,32,33,60
"AT1G48650",4721,6909,3850,5322,5462,5204
"AT1G48660",45,57,37,24,32,53
"AT1G48670",45,45,24,6,14,18
"AT1G48690",112,80,78,46,28,47
"AT1G48698",1,4,5,3,0,8
"AT1G48700",8,8,8,4,6,9
"AT1G48720",0,0,0,0,0,0
"AT1G48730",0,0,1,1,4,2
"AT1G48740",33,20,32,24,15,38
"AT1G48742",0,0,0,0,0,0
"AT1G48745",277,490,164,354,384,269
"AT1G48750",1092,1384,863,583,940,827
"AT1G48760",2175,3275,1992,2669,2671,2444
"AT1G48770",280,641,249,570,489,352
"AT1G48780",153,393,124,374,199,162
"AT1G48790",2220,3737,2401,4560,3374,3135
"AT1G48800",10,8,13,8,0,10
"AT1G48820",32,92,27,106,61,46
"AT1G48830",7952,12308,7002,9268,10794,10797
"AT1G48840",769,1219,618,1280,1101,909
"AT1G48850",7144,14141,9468,11589,13827,14871
"AT1G48860",3014,5309,3153,4284,4618,4560
"AT1G48870",59,139,47,117,111,85
"AT1G48880",178,310,190,276,244,252
"AT1G48900",2814,4464,2652,4474,3916,3707
"AT1G48910",0,0,0,0,0,0
"AT1G48912",0,0,0,0,0,0
"AT1G48920",32848,48761,35716,34837,38168,48027
"AT1G48930",344,607,537,551,518,912
"AT1G48940",2,5,4,2,0,2
"AT1G48950",1118,1686,962,1302,1249,1302
"AT1G48953",0,0,0,0,0,0
"AT1G48960",658,1261,407,990,761,467
"AT1G48970",1618,2466,1686,3026,2118,2473
"AT1G48980",1,2,7,0,1,0
"AT1G48990",0,0,0,0,0,2
"AT1G49000",348,837,505,147,156,182
"AT1G49005",6,10,7,0,2,5
"AT1G49010",934,1526,696,560,953,686
"AT1G49015",0,0,0,0,0,0
"AT1G49020",0,0,0,0,0,0
"AT1G49030",31,123,73,57,26,88
"AT1G49032",653,964,580,1809,700,689
"AT1G49040",2505,4369,2635,4668,3779,3625
"AT1G49050",1149,2526,1485,1916,1581,1639
"AT1G49100",2,8,6,11,4,27
"AT1G49110",0,0,0,2,2,1
"AT1G49120",0,0,0,2,0,0
"AT1G49130",140,217,141,317,140,76
"AT1G49140",2037,3554,1739,2773,2918,2392
"AT1G49150",32,51,52,53,49,64
"AT1G49160",865,1223,730,1601,901,787
"AT1G49170",305,467,249,596,411,400
"AT1G49180",546,874,404,845,638,575
"AT1G49190",0,0,0,0,0,0
"AT1G49200",620,889,277,143,209,190
"AT1G49210",36,30,8,4,11,4
"AT1G49220",6,12,12,7,3,8
"AT1G49230",179,324,341,212,144,262
"AT1G49240",6863,11643,6638,10606,8769,8482
"AT1G49245",317,462,300,314,331,416
"AT1G49250",0,13,7,9,0,5
"AT1G49260",0,0,0,0,0,0
"AT1G49270",0,0,0,0,0,0
"AT1G49280",0,0,0,0,0,0
"AT1G49290",0,0,0,0,0,0
"AT1G49300",2475,3959,2223,4194,3573,2861
"AT1G49310",211,204,114,177,72,167
"AT1G49320",119,166,141,83,52,122
"AT1G49330",4,2,9,4,0,8
"AT1G49340",3479,5650,3950,5785,5259,5565
"AT1G49350",467,526,358,619,408,438
"AT1G49360",515,966,544,1063,688,812
"AT1G49380",2557,3712,1637,2376,2520,1898
"AT1G49390",40,58,52,38,46,62
"AT1G49400",1532,2163,1546,1721,1942,2387
"AT1G49405",83,126,59,108,213,138
"AT1G49410",3111,4160,3195,3282,3592,5034
"AT1G49420",0,0,0,0,0,0
"AT1G49430",1791,3873,1666,931,1469,1359
"AT1G49435",0,0,0,0,0,0
"AT1G49450",63,32,56,34,19,44
"AT1G49460",0,0,0,0,0,0
"AT1G49470",620,414,439,584,472,491
"AT1G49475",50,51,35,30,30,58
"AT1G49480",2634,4355,2009,3701,3157,2943
"AT1G49490",133,177,86,167,114,132
"AT1G49500",3078,4112,2125,3941,3337,2403
"AT1G49510",2357,3135,1826,2209,2368,2408
"AT1G49520",295,499,284,1324,670,875
"AT1G49530",124,167,107,728,304,442
"AT1G49540",1458,2525,1365,2112,2308,2049
"AT1G49560",591,696,591,567,511,640
"AT1G49570",131,48,205,595,228,1580
"AT1G49580",1594,2382,1479,1249,1591,1705
"AT1G49590",1120,1852,961,1689,1556,1395
"AT1G49600",7586,12319,6699,8453,8390,8935
"AT1G49610",16,14,17,73,11,34
"AT1G49620",219,369,186,129,268,241
"AT1G49630",2179,3300,1470,2431,2506,2166
"AT1G49640",145,332,46,14,241,68
"AT1G49650",1074,1705,697,1350,1682,1042
"AT1G49660",4544,8295,2658,2370,4815,3452
"AT1G49670",3084,4847,2685,5251,4625,3901
"AT1G49680",0,0,0,0,0,0
"AT1G49690",0,0,0,0,0,0
"AT1G49700",51,75,33,96,62,37
"AT1G49710",1083,1701,1097,1579,1426,1367
"AT1G49715",0,0,0,0,0,0
"AT1G49720",1014,1174,905,1658,810,1137
"AT1G49730",1522,2681,1403,1508,1295,1463
"AT1G49740",1415,2092,1061,1086,1280,1421
"AT1G49750",4905,9831,3110,4380,3671,2598
"AT1G49760",10400,15099,10261,10635,11729,14059
"AT1G49770",1,0,0,0,0,0
"AT1G49780",688,1260,589,547,890,810
"AT1G49790",22,44,22,45,35,26
"AT1G49800",0,0,0,0,0,4
"AT1G49810",2,0,0,0,0,0
"AT1G49820",1813,2862,1897,2402,2409,2444
"AT1G49830",20,34,31,8,0,8
"AT1G49832",38,70,53,82,45,67
"AT1G49840",858,1420,739,635,745,721
"AT1G49850",769,1043,680,1408,871,954
"AT1G49860",298,290,401,78,79,201
"AT1G49870",366,405,314,312,182,283
"AT1G49880",334,583,249,490,512,388
"AT1G49890",1239,1881,1056,1671,1281,1309
"AT1G49900",12,8,6,14,12,15
"AT1G49910",119,217,148,104,89,191
"AT1G49920",70,138,73,33,75,70
"AT1G49930",0,0,0,0,0,0
"AT1G49938",1,3,0,0,0,3
"AT1G49940",45,56,35,81,35,52
"AT1G49950",1752,3240,1654,2567,2284,2211
"AT1G49952",3,0,8,18,6,4
"AT1G49960",896,1193,753,1005,918,926
"AT1G49970",11436,20491,8809,17497,17059,11071
"AT1G49975",1558,1681,793,920,1068,915
"AT1G49980",1114,1541,882,1316,1031,1003
"AT1G49990",135,190,106,188,147,115
"AT1G50000",491,747,383,665,568,621
"AT1G50010",11151,14798,10857,8606,10323,13396
"AT1G50020",4300,7776,3122,6628,8068,5055
"AT1G50030",3243,4916,3084,5798,3881,4494
"AT1G50040",206,554,260,365,232,300
"AT1G50050",4,4,9,9,4,4
"AT1G50055",531,697,537,485,509,626
"AT1G50060",134,245,152,223,205,273
"AT1G50070",0,0,0,0,0,0
"AT1G50080",0,0,2,0,0,1
"AT1G50090",17,20,34,18,8,36
"AT1G50100",0,0,0,0,0,0
"AT1G50110",531,954,591,269,382,604
"AT1G50120",1672,2529,1502,2013,1996,2144
"AT1G50140",2000,3118,2086,2919,2691,2832
"AT1G50160",0,0,0,0,0,2
"AT1G50170",1567,2752,1386,1794,2119,1531
"AT1G50180",434,1140,779,334,524,656
"AT1G50190",6,8,10,18,6,0
"AT1G50200",11486,16961,10089,17392,14007,14984
"AT1G50220",0,0,0,0,0,1
"AT1G50240",528,528,515,412,355,529
"AT1G50250",7422,16505,4982,9706,12537,7044
"AT1G50260",1234,2129,1075,2808,2191,1849
"AT1G50270",292,394,303,470,366,353
"AT1G50280",222,280,227,252,190,193
"AT1G50290",226,340,165,419,204,122
"AT1G50300",873,1203,936,1257,944,1162
"AT1G50310",7,14,4,8,15,9
"AT1G50320",5518,9985,3699,7089,7252,4605
"AT1G50325",0,0,0,0,0,0
"AT1G50340",0,0,0,0,0,0
"AT1G50350",0,0,0,2,4,0
"AT1G50360",1218,2200,1415,3215,2653,2321
"AT1G50370",2679,4112,2599,4042,3596,3712
"AT1G50380",1902,2923,1711,2120,2334,2242
"AT1G50390",28,22,18,27,37,26
"AT1G50400",170,421,310,309,462,591
"AT1G50410",1855,2788,1834,3569,2457,2850
"AT1G50420",1014,1543,947,1702,1759,1459
"AT1G50430",3701,6895,3876,7443,7336,6082
"AT1G50440",1479,2337,1210,3194,2234,1941
"AT1G50450",3114,4069,1790,3934,3175,2765
"AT1G50460",1931,3333,1849,4775,3725,3544
"AT1G50470",0,0,0,0,0,0
"AT1G50480",7070,13230,6329,18376,17568,10747
"AT1G50490",1870,2134,1930,1559,1528,2210
"AT1G50500",1965,2880,1833,3011,2623,2556
"AT1G50510",868,1340,874,1152,1158,1085
"AT1G50520",203,280,214,343,289,470
"AT1G50530",1,0,0,0,0,0
"AT1G50560",190,203,157,333,254,489
"AT1G50570",2180,3630,1959,3427,3331,2923
"AT1G50575",759,1105,627,770,858,750
"AT1G50580",80,69,125,76,84,171
"AT1G50590",124,254,128,149,119,104
"AT1G50600",2492,5070,2176,3602,3322,2636
"AT1G50603",0,0,0,0,0,0
"AT1G50610",0,2,0,3,0,4
"AT1G50620",931,1460,783,1241,1117,1059
"AT1G50630",438,629,396,525,449,574
"AT1G50640",2527,4323,2135,4501,4533,3433
"AT1G50650",0,3,2,2,4,0
"AT1G50659",484,905,524,598,577,649
"AT1G50660",2742,4474,2497,3314,3204,3213
"AT1G50670",2000,3190,1831,3012,2413,2356
"AT1G50680",0,0,0,0,0,2
"AT1G50690",0,0,0,0,0,0
"AT1G50691",0,0,0,0,0,0
"AT1G50700",384,589,378,651,559,479
"AT1G50710",963,1304,889,1224,946,1080
"AT1G50720",0,0,4,6,0,4
"AT1G50730",1333,2138,1385,2116,1833,1845
"AT1G50732",447,498,250,338,312,221
"AT1G50740",910,2007,871,1165,840,884
"AT1G50750",192,370,167,84,106,115
"AT1G50760",2,7,2,2,0,0
"AT1G50770",2,0,2,0,0,4
"AT1G50780",1,9,4,2,4,8
"AT1G50790",103,125,61,108,63,124
"AT1G50800",0,1,0,0,0,0
"AT1G50820",0,10,0,4,4,8
"AT1G50830",26,44,20,38,32,26
"AT1G50840",3167,6069,2695,4098,5258,3864
"AT1G50870",0,0,0,0,0,0
"AT1G50880",0,0,0,0,0,0
"AT1G50890",279,459,277,455,497,457
"AT1G50900",4371,6387,2788,4239,4429,3354
"AT1G50910",2952,4316,1966,2948,3074,2500
"AT1G50920",11589,18138,11623,15202,16632,17327
"AT1G50930",26,33,32,44,30,89
"AT1G50940",687,1102,578,1285,1107,961
"AT1G50950",217,288,192,283,284,211
"AT1G50954",0,0,0,0,0,0
"AT1G50960",4,4,0,0,0,4
"AT1G50970",428,630,410,788,490,579
"AT1G50980",0,0,0,0,0,0
"AT1G50990",1,0,0,0,0,0
"AT1G51000",5,0,8,1,6,13
"AT1G51010",6,2,2,6,6,19
"AT1G51020",10,8,10,11,12,22
"AT1G51030",0,0,4,0,2,8
"AT1G51035",9,17,14,9,8,10
"AT1G51040",0,0,0,0,0,0
"AT1G51055",7,30,26,18,8,17
"AT1G51060",4803,6340,4615,4077,4518,5832
"AT1G51070",3751,5435,3064,4274,4080,3997
"AT1G51080",525,526,409,204,285,321
"AT1G51090",138,143,103,30,148,107
"AT1G51100",1479,1878,1169,1183,1481,1322
"AT1G51110",5343,7834,3502,5679,5496,4257
"AT1G51120",0,0,0,0,0,0
"AT1G51130",265,284,254,349,234,285
"AT1G51140",342,524,335,310,464,482
"AT1G51150",0,0,0,0,0,0
"AT1G51160",2158,3356,2264,3036,2795,3234
"AT1G51170",300,359,290,347,413,566
"AT1G51172",0,0,0,0,0,0
"AT1G51190",99,62,87,69,101,150
"AT1G51200",6948,13094,6532,14214,12208,9699
"AT1G51210",0,0,0,0,0,0
"AT1G51220",4,0,2,2,3,2
"AT1G51230",0,0,0,0,0,0
"AT1G51240",0,0,0,0,0,0
"AT1G51250",0,0,0,0,0,0
"AT1G51260",4,4,6,2,2,6
"AT1G51270",343,476,376,549,195,282
"AT1G51290",0,0,0,0,0,0
"AT1G51300",2,4,0,0,0,0
"AT1G51310",1934,2940,1564,2638,2579,2124
"AT1G51320",0,0,0,0,0,0
"AT1G51330",0,0,2,0,4,2
"AT1G51340",638,873,700,937,653,802
"AT1G51350",1351,2354,1320,1999,2205,2077
"AT1G51355",122,86,66,72,82,70
"AT1G51360",497,776,377,939,627,448
"AT1G51370",248,322,178,422,239,257
"AT1G51380",675,1259,948,620,1105,1561
"AT1G51390",941,1460,670,1587,1203,991
"AT1G51400",4777,8151,2523,7078,7022,3038
"AT1G51402",4681,7947,2486,6962,6948,3089
"AT1G51405",186,279,152,287,154,211
"AT1G51410",2,0,0,0,0,2
"AT1G51420",366,387,340,624,461,1012
"AT1G51430",654,805,565,959,570,844
"AT1G51440",60,72,38,63,61,80
"AT1G51450",586,970,515,974,787,880
"AT1G51460",123,267,201,131,176,209
"AT1G51470",60,135,243,106,104,371
"AT1G51480",10,6,5,6,12,19
"AT1G51490",0,0,0,0,3,0
"AT1G51500",4810,11519,3518,5610,5948,3329
"AT1G51510",3798,5575,3167,3973,4562,4555
"AT1G51520",141,180,142,214,240,223
"AT1G51530",6,5,5,6,4,3
"AT1G51538",12,20,11,17,10,16
"AT1G51540",1075,1750,1123,1908,1436,1418
"AT1G51550",594,1093,628,1271,864,806
"AT1G51560",1500,2060,1077,2052,1574,1508
"AT1G51570",4694,7832,4044,6059,5474,5146
"AT1G51580",911,1686,814,1371,1310,1200
"AT1G51590",2015,2970,1984,3128,2353,2582
"AT1G51600",1028,1393,853,1446,1135,1203
"AT1G51610",1746,1853,1715,1822,1272,1839
"AT1G51620",376,1218,856,365,532,704
"AT1G51630",1831,2650,1937,1952,1813,2240
"AT1G51640",232,323,195,464,312,298
"AT1G51645",224,327,192,464,307,296
"AT1G51650",7473,11382,6947,9328,10077,10358
"AT1G51660",1499,2890,1380,1639,2940,2025
"AT1G51670",43,85,84,26,42,91
"AT1G51680",7421,13035,10163,5564,10864,14283
"AT1G51690",3469,5312,3163,4562,4223,4160
"AT1G51700",2358,5172,1827,397,2129,1610
"AT1G51710",3810,6823,3585,6359,6969,5701
"AT1G51720",1837,2720,1427,3087,2190,2017
"AT1G51730",2824,4593,2736,3726,3592,3659
"AT1G51740",618,985,625,1008,1004,833
"AT1G51745",894,1615,793,1609,1327,1261
"AT1G51760",5035,13795,6024,42488,41087,26679
"AT1G51770",21,9,18,10,10,15
"AT1G51780",23,11,6,174,105,72
"AT1G51790",1955,3893,4416,1895,2206,3608
"AT1G51800",5449,13939,13935,6231,9081,12975
"AT1G51805",5890,13246,4213,7120,6637,4223
"AT1G51810",0,3,0,4,0,1
"AT1G51820",2426,7553,6431,3132,5866,8218
"AT1G51823",0,0,0,0,0,0
"AT1G51830",1017,1156,779,1421,660,1178
"AT1G51840",249,391,306,548,219,468
"AT1G51850",3599,7517,9798,2882,4387,7496
"AT1G51860",634,911,890,524,572,807
"AT1G51870",6,20,12,68,15,25
"AT1G51880",16,27,15,37,19,18
"AT1G51890",720,958,1293,1087,720,1388
"AT1G51900",2,2,2,0,0,1
"AT1G51910",0,0,0,0,0,0
"AT1G51913",42,56,64,2,12,14
"AT1G51915",6,27,14,0,2,6
"AT1G51920",15,33,45,11,6,34
