gene,root_control_1,root_control_2,root_control_3,root_ABA_1,root_ABA_2,root_ABA_3
AT3G44690,677,621,873,422,459,601
AT3G44700,230,176,266,32,38,35
AT3G44704,0,2,5,0,2,1
AT3G44710,150,144,241,14,30,31
AT3G44713,250,223,278,153,169,166
AT3G44716,216,205,288,170,204,178
AT3G44718,0,0,0,0,0,0
AT3G44720,5859,4191,8485,5319,6021,6018
AT3G44730,1580,1242,2166,1874,1482,1773
AT3G44735,656,509,740,914,1377,829
AT3G44740,800,787,784,370,490,506
AT3G44750,13206,14874,13970,3556,7292,4868
AT3G44755,55,80,133,60,62,85
AT3G44760,10,12,2,4,4,6
AT3G44765,68,51,108,31,26,57
AT3G44770,161,148,218,73,86,107
AT3G44780,0,0,0,0,0,0
AT3G44783,0,0,0,0,0,0
AT3G44784,0,0,0,0,0,0
AT3G44785,0,0,0,0,0,0
AT3G44790,22,17,22,8,11,6
AT3G44798,515,507,598,424,604,343
AT3G44800,66,58,68,24,53,24
AT3G44805,1,2,3,0,0,1
AT3G44810,0,0,0,0,0,0
AT3G44820,589,366,744,452,445,495
AT3G44830,13,12,13,46,127,90
AT3G44840,2,11,28,4,4,6
AT3G44850,1569,1725,1896,820,970,1036
AT3G44860,52,104,350,10,6,41
AT3G44870,62,116,289,12,18,47
AT3G44880,480,487,569,1995,1995,2043
AT3G44890,1342,1096,1410,617,813,710
AT3G44900,26,12,16,17,22,11
AT3G44910,0,0,2,0,0,1
AT3G44920,0,0,1,0,0,0
AT3G44930,0,3,4,2,6,2
AT3G44935,0,0,0,0,0,0
AT3G44940,1505,1243,1940,355,693,500
AT3G44950,13,22,20,2,9,4
AT3G44955,0,0,0,0,0,0
AT3G44960,233,227,248,110,153,74
AT3G44970,8,0,3,6,0,4
AT3G44980,0,0,0,0,0,0
AT3G44990,8294,4402,9849,1440,1415,1827
AT3G45000,11,14,14,0,2,4
AT3G45010,3660,3921,7317,6404,5934,8172
AT3G45020,393,374,466,272,345,272
AT3G45030,16055,16075,15507,7194,12486,7983
AT3G45040,2228,1744,2372,2011,2170,2088
AT3G45050,347,348,429,180,274,198
AT3G45060,22,10,23,20,10,31
AT3G45070,1034,979,2254,798,1192,1208
AT3G45080,111,104,241,99,166,173
AT3G45090,4818,4546,6260,2655,3120,3086
AT3G45093,9,10,6,6,2,2
AT3G45100,2380,2353,2408,1634,2370,1918
AT3G45110,0,0,0,3,2,0
AT3G45130,154,134,223,61,26,71
AT3G45140,74,25,73,146,24,18
AT3G45150,1,8,6,0,1,1
AT3G45160,7367,4149,4815,1004,1326,1370
AT3G45170,2,1,4,2,0,0
AT3G45180,14,17,19,10,8,5
AT3G45190,6202,5460,6899,4369,5046,5153
AT3G45200,0,0,0,0,0,0
AT3G45210,1190,955,1654,1167,1428,1411
AT3G45220,0,0,0,0,0,0
AT3G45230,1104,1228,1913,538,653,561
AT3G45240,3136,3133,4324,2308,2531,2620
AT3G45242,3136,3133,4324,2308,2531,2620
AT3G45243,0,0,0,0,0,0
AT3G45245,0,0,4,0,0,0
AT3G45248,0,0,0,0,0,0
AT3G45252,0,0,0,0,0,0
AT3G45260,301,233,408,144,157,227
AT3G45275,0,0,0,0,0,0
AT3G45280,18,4,54,7,12,34
AT3G45285,0,0,0,0,0,0
AT3G45290,34,82,95,92,47,76
AT3G45300,2293,2278,2850,3328,3459,3496
AT3G45310,5961,5189,7678,3722,4869,4782
AT3G45320,0,0,0,0,0,0
AT3G45330,131,110,166,35,16,35
AT3G45390,150,85,137,34,42,29
AT3G45400,884,837,1164,588,618,689
AT3G45410,1335,961,1426,832,498,623
AT3G45420,294,344,280,173,244,244
AT3G45430,148,109,141,67,86,72
AT3G45440,176,119,113,84,90,124
AT3G45443,907,975,1029,638,896,796
AT3G45450,2,4,0,2,0,0
AT3G45460,2,0,0,0,0,0
AT3G45470,0,0,0,0,0,0
AT3G45480,0,0,0,0,0,0
AT3G45490,8,18,16,9,18,18
AT3G45500,0,0,6,2,6,6
AT3G45510,1,0,0,0,0,0
AT3G45525,0,0,0,0,0,0
AT3G45530,374,518,616,385,416,493
AT3G45540,8,6,8,21,15,15
AT3G45555,0,0,0,0,0,0
AT3G45560,0,0,0,0,0,0
AT3G45570,2,4,2,0,0,0
AT3G45577,0,0,0,0,0,0
AT3G45580,1,2,3,0,0,0
AT3G45590,618,612,603,407,596,420
AT3G45600,6774,5155,7923,5669,6098,6044
AT3G45610,687,452,443,388,408,250
AT3G45620,3284,3071,3385,1984,2313,2147
AT3G45630,3843,3287,4588,2713,2923,3542
AT3G45638,18,7,20,16,18,39
AT3G45640,4649,3415,5931,1969,2039,2643
AT3G45650,1760,1419,2567,370,302,621
AT3G45660,352,241,527,34,35,50
AT3G45670,0,0,0,0,0,0
AT3G45673,0,0,0,0,0,0
AT3G45680,386,240,887,935,631,1054
AT3G45690,2,2,6,7,0,10
AT3G45700,79,92,484,36,10,39
AT3G45710,2010,1154,2250,902,356,874
AT3G45720,12,12,32,0,0,0
AT3G45730,592,1034,990,996,1478,1024
AT3G45740,1724,1873,2111,1018,1501,1295
AT3G45750,972,850,1022,500,738,708
AT3G45760,1,0,2,0,2,0
AT3G45770,3026,2771,3167,2087,2457,2447
AT3G45780,1909,2039,2645,694,854,940
AT3G45790,0,0,0,0,0,0
AT3G45800,0,0,6,2,2,2
AT3G45810,1,0,0,0,2,0
AT3G45820,22,20,27,10,14,32
AT3G45830,2007,1983,2244,1499,1747,2041
AT3G45840,429,339,708,101,118,171
AT3G45850,4020,3424,4475,2252,2702,2881
AT3G45851,61,46,77,40,26,53
AT3G45860,12,10,6,19,27,20
AT3G45870,99,116,179,67,75,115
AT3G45880,341,319,368,148,188,176
AT3G45890,1088,867,1135,610,739,734
AT3G45900,1019,895,991,832,1042,931
AT3G45910,0,0,0,0,0,0
AT3G45920,2,2,0,0,0,1
AT3G45930,4716,4734,5748,2103,2844,2068
AT3G45935,0,0,0,0,0,0
AT3G45940,0,0,1,4,0,0
AT3G45950,0,12,0,0,0,4
AT3G45955,0,0,0,0,0,0
AT3G45960,1002,651,1005,530,1146,968
AT3G45965,0,0,0,0,0,0
AT3G45970,1730,1586,1943,3642,4861,3590
AT3G45980,13271,11607,14528,6945,9123,6252
AT3G45990,6,2,12,3,0,0
AT3G46000,7508,5894,8566,6975,7033,7029
AT3G46010,7740,6851,8606,4339,5445,4636
AT3G46020,425,413,467,230,396,234
AT3G46030,14777,13688,18076,8038,9278,7836
AT3G46040,11923,12761,12190,7019,11934,6944
AT3G46050,3,4,1,0,2,0
AT3G46060,11968,11366,14385,8914,11273,9628
AT3G46070,6,1,8,8,14,4
AT3G46080,219,206,270,146,189,130
AT3G46086,0,0,0,0,0,0
AT3G46090,50,95,80,48,78,51
AT3G46100,1675,1384,1685,952,1211,1066
AT3G46110,452,392,713,330,378,390
AT3G46120,0,0,0,0,0,1
AT3G46130,494,158,640,532,471,815
AT3G46140,0,0,0,0,0,0
AT3G46150,75,46,75,29,79,43
AT3G46160,3,4,0,3,1,2
AT3G46170,29,46,65,30,46,42
AT3G46180,1755,1624,2193,1182,1192,1306
AT3G46190,86,60,56,55,48,59
AT3G46200,919,866,1091,632,976,776
AT3G46206,0,0,0,0,0,0
AT3G46210,2620,2337,2407,1148,1548,1249
AT3G46220,2841,2567,3445,2356,2388,2731
AT3G46230,495,591,556,2765,3761,1875
AT3G46240,8,1,8,1,0,0
AT3G46260,10,7,28,2,1,8
AT3G46270,474,313,398,73,41,31
AT3G46280,8980,9614,13812,5810,3288,5262
AT3G46290,3903,3416,5008,3633,3610,4167
AT3G46300,29,30,56,25,46,28
AT3G46310,2,2,6,2,0,2
AT3G46320,4285,4106,5196,1846,2453,1632
AT3G46330,595,537,445,20,8,62
AT3G46340,38,75,146,0,0,2
AT3G46350,0,0,1,0,0,0
AT3G46360,0,0,2,0,0,0
AT3G46370,24,17,77,0,4,1
AT3G46380,0,0,0,0,0,0
AT3G46390,0,0,0,0,0,0
AT3G46400,51,38,108,0,0,0
AT3G46410,6,2,4,0,0,0
AT3G46420,1,6,0,0,0,2
AT3G46430,10559,10843,11985,6819,9831,6599
AT3G46440,9010,8451,11032,6809,7014,7757
AT3G46450,1756,1833,2380,3383,4640,3563
AT3G46460,3322,2799,3836,2426,2879,2701
AT3G46470,4,0,2,0,0,1
AT3G46480,16,15,18,0,0,2
AT3G46490,88,184,197,55,66,95
AT3G46500,495,575,827,299,450,549
AT3G46510,5325,4223,6385,3686,3641,4421
AT3G46520,8,8,2,14,10,5
AT3G46530,355,341,400,131,162,165
AT3G46540,1621,1638,2095,1304,1540,1512
AT3G46550,1324,1055,1955,943,1116,1277
AT3G46560,6209,5707,5774,2216,3791,2465
AT3G46570,0,0,0,0,0,1
AT3G46580,641,743,857,573,910,676
AT3G46585,0,0,0,0,0,0
AT3G46590,2618,2670,3635,2696,3367,3183
AT3G46600,4076,3689,5661,2498,3299,3495
AT3G46610,496,458,523,294,375,364
AT3G46613,55,50,72,15,22,24
AT3G46614,4,4,14,6,1,8
AT3G46616,5,2,5,3,1,2
AT3G46620,2934,3034,5214,3064,3604,3829
AT3G46630,579,532,714,382,537,504
AT3G46640,3378,3912,5154,1841,2785,2689
AT3G46650,393,286,726,798,866,1116
AT3G46658,415,341,482,434,404,526
AT3G46660,409,329,468,416,397,513
AT3G46666,104,72,106,46,80,100
AT3G46668,484,339,468,275,490,459
AT3G46670,56,40,41,52,157,111
AT3G46680,88,106,171,66,85,102
AT3G46690,1165,1051,1481,814,457,715
AT3G46700,2864,2867,3652,3367,2510,3803
AT3G46710,71,54,38,6,9,14
AT3G46720,1387,1537,1862,337,336,348
AT3G46730,326,263,350,201,187,194
AT3G46740,6500,5915,8015,3317,3633,4001
AT3G46750,0,0,8,0,6,16
AT3G46760,52,87,147,32,44,54
AT3G46770,0,0,0,0,0,0
AT3G46780,90,42,38,81,34,31
AT3G46790,1324,1197,1583,683,715,797
AT3G46800,61,63,77,4,1,0
AT3G46810,181,162,214,9,8,12
AT3G46820,2206,1815,2465,1208,1095,1294
AT3G46830,4819,4596,6138,2515,3206,3088
AT3G46840,4,3,7,2,4,2
AT3G46850,0,0,0,0,0,1
AT3G46860,0,0,0,0,0,0
AT3G46870,650,628,715,226,321,244
AT3G46875,0,2,0,0,0,0
AT3G46880,76,30,157,0,2,2
AT3G46890,104,56,137,87,102,89
AT3G46900,3273,3139,2092,1994,1889,704
AT3G46901,1,0,0,0,0,0
AT3G46904,0,0,0,0,0,0
AT3G46910,4,8,8,4,4,3
AT3G46920,1729,1557,2183,1240,1378,1535
AT3G46930,1290,1051,1538,1280,1279,1044
AT3G46940,2845,2991,3291,1118,1480,1070
AT3G46950,701,632,771,280,410,351
AT3G46960,3444,2986,4113,1952,2294,2722
AT3G46970,2500,2157,2677,2162,2856,2729
AT3G46980,1285,1015,1558,968,1132,1255
AT3G46990,791,605,849,483,508,506
AT3G47000,2475,2017,2765,2065,2523,2564
AT3G47010,1025,812,1232,568,857,786
AT3G47020,0,0,0,0,0,6
AT3G47030,134,179,223,70,138,97
AT3G47040,294,344,455,454,540,537
AT3G47050,92,106,176,16,19,42
AT3G47060,1701,1551,2165,1401,1498,1737
AT3G47070,167,141,211,115,147,121
AT3G47080,1139,1008,1302,1375,1516,1399
AT3G47090,31,22,24,16,6,36
AT3G47100,50,60,70,24,30,31
AT3G47110,241,192,194,99,110,159
AT3G47120,1283,1283,1620,961,993,987
AT3G47130,6,5,6,4,12,4
AT3G47140,0,0,0,0,0,0
AT3G47150,0,0,0,0,0,0
AT3G47160,1972,1590,2364,2328,2486,2433
AT3G47170,0,0,0,0,0,0
AT3G47180,275,284,402,224,403,298
AT3G47190,6,1,4,3,2,0
AT3G47200,1218,1147,1739,457,444,582
AT3G47210,888,765,1617,478,401,630
AT3G47220,434,448,771,112,91,123
AT3G47250,36,26,56,50,20,19
AT3G47290,91,75,108,70,62,94
AT3G47295,42,25,19,106,172,90
AT3G47300,589,590,764,311,379,378
AT3G47340,3111,5424,3835,6484,5566,5502
AT3G47341,0,0,0,0,0,0
AT3G47342,165,230,179,99,122,98
AT3G47347,313,366,345,138,223,208
AT3G47348,678,846,865,289,495,354
AT3G47350,4269,4030,4201,2026,2506,2156
AT3G47360,1200,1071,1330,715,770,871
AT3G47370,16687,15894,17368,6367,9695,6736
AT3G47380,517,424,873,94,86,114
AT3G47390,2069,1779,2426,1246,1500,1551
AT3G47400,362,464,1040,523,581,846
AT3G47410,0,0,0,1,0,0
AT3G47420,3721,3991,4006,2938,4073,3601
AT3G47430,26,1,24,18,14,31
AT3G47440,10,17,11,10,12,10
AT3G47450,645,653,743,410,474,471
AT3G47460,1819,1601,2190,917,1055,1192
AT3G47470,1877,1728,2045,2373,3640,2817
AT3G47480,1072,861,1009,487,484,374
AT3G47490,1105,1035,1303,985,1456,1136
AT3G47500,968,606,947,800,1232,1439
AT3G47510,1042,751,1150,1302,1648,1868
AT3G47520,12238,12054,15973,6801,8448,9014
AT3G47530,604,546,607,196,271,345
AT3G47540,1675,841,1755,866,936,1168
AT3G47543,0,0,0,2,0,0
AT3G47550,2205,1834,2461,2170,2300,2212
AT3G47560,619,478,740,301,303,266
AT3G47570,2206,1641,2735,656,727,797
AT3G47580,141,106,133,144,217,165
AT3G47590,2233,2396,3044,2073,2573,2409
AT3G47600,525,635,559,1151,1497,1410
AT3G47610,2710,2604,2861,2272,3012,2515
AT3G47620,1534,977,1947,1922,1780,1991
AT3G47630,1249,1310,1378,966,1494,1060
AT3G47640,1278,1136,1610,1475,1811,1549
AT3G47650,369,221,345,218,227,173
AT3G47660,43,11,36,34,14,18
AT3G47670,2611,2324,3649,1660,1379,1723
AT3G47675,318,313,356,254,278,256
AT3G47680,3079,2898,3792,2565,3358,3255
AT3G47690,1110,1074,1478,639,778,672
AT3G47700,1474,1529,1929,1131,1302,1363
AT3G47710,160,212,150,46,54,29
AT3G47720,655,571,376,453,351,107
AT3G47730,11480,9245,12047,8844,8509,8424
AT3G47740,148,303,345,60,40,78
AT3G47750,18,21,12,0,0,4
AT3G47760,46,68,110,4,4,10
AT3G47770,123,174,328,14,17,68
AT3G47780,4711,4420,6802,1684,1642,2042
AT3G47790,2129,1278,2144,3059,2412,3512
AT3G47800,4441,4845,5234,2617,3332,2645
AT3G47810,9855,9376,11708,7072,9266,7640
AT3G47820,608,728,1137,262,295,321
AT3G47830,251,224,332,109,143,138
AT3G47833,5167,4817,6347,3521,4604,3934
AT3G47836,2817,2098,2779,1459,1841,1488
AT3G47840,154,124,138,86,112,64
AT3G47850,1280,1164,1505,1098,1204,1156
AT3G47860,609,549,840,854,1116,989
AT3G47870,3,12,15,18,10,16
AT3G47890,4805,3981,5213,2594,2689,3497
AT3G47910,5980,5354,7671,4150,3856,5510
AT3G47920,0,0,0,0,0,0
AT3G47930,3706,3176,4708,2065,2281,2439
AT3G47940,758,824,1067,720,763,718
AT3G47950,1137,1088,1139,1812,1961,2294
AT3G47960,1899,1226,2513,2196,1947,3261
AT3G47965,1355,1154,1540,1136,1583,1015
AT3G47980,2737,1633,2981,671,584,777
AT3G47990,3118,2976,3858,2549,3154,3266
AT3G48000,18330,17194,20619,15705,18395,18303
AT3G48010,29,26,22,36,26,38
AT3G48020,377,340,513,1849,1941,1121
AT3G48030,2456,2021,2848,1706,2350,2047
AT3G48040,1034,1181,1445,596,764,685
AT3G48050,6282,5388,7724,5293,5120,6347
AT3G48057,0,0,0,0,0,0
AT3G48060,2446,1983,2912,2203,2141,2526
AT3G48070,1447,1383,1808,1211,1471,1309
AT3G48080,855,556,787,205,92,242
AT3G48090,2958,2308,4123,1268,1331,1667
AT3G48100,879,750,1958,396,394,262
AT3G48110,2281,2146,2863,1036,1168,1413
AT3G48115,3218,3249,3145,2811,3934,2789
AT3G48120,917,853,1144,744,749,777
AT3G48131,44,22,50,7,4,6
AT3G48140,40690,35822,45553,23338,31527,22717
AT3G48150,1600,1435,1748,960,1123,1001
AT3G48160,1062,1099,1323,403,547,538
AT3G48170,11277,10635,12714,8852,10291,10133
AT3G48180,497,392,644,844,717,618
AT3G48185,715,532,999,541,457,593
AT3G48190,3278,2876,3605,1876,2220,2591
AT3G48195,2163,1893,2693,2059,2118,2464
AT3G48200,44,8,15,30,6,14
AT3G48201,0,0,0,0,0,2
AT3G48205,0,0,0,0,0,0
AT3G48208,0,0,0,0,0,0
AT3G48209,0,0,0,0,0,0
AT3G48210,2367,2067,2344,1175,1668,1474
AT3G48220,0,0,2,0,0,0
AT3G48230,10,8,6,6,2,0
AT3G48231,0,0,0,0,0,0
AT3G48237,0,0,0,0,0,0
AT3G48240,89,93,145,268,529,378
AT3G48250,1051,914,1108,288,438,399
AT3G48260,648,782,1071,359,459,441
AT3G48270,0,0,0,0,0,0
AT3G48275,0,0,0,1,4,5
AT3G48280,54,43,48,18,24,20
AT3G48290,13,2,20,14,8,2
AT3G48298,0,0,1,4,5,4
AT3G48300,14,11,12,31,14,18
AT3G48310,2,0,6,4,1,2
AT3G48320,183,166,244,102,138,151
AT3G48330,1555,1265,1959,1359,1567,1485
AT3G48340,2761,3510,5238,3974,4547,5390
AT3G48344,0,0,0,2,3,1
AT3G48346,3,5,5,3,2,2
AT3G48350,282,248,510,409,577,403
AT3G48360,987,1009,1628,2001,1704,1206
AT3G48380,4175,3756,4150,3493,4372,4206
AT3G48390,45,58,74,58,60,82
AT3G48400,325,313,398,173,198,232
AT3G48410,1864,1389,1784,1019,1281,1053
AT3G48420,105,47,72,58,54,34
AT3G48425,645,762,936,348,503,448
AT3G48430,2951,2702,3399,1755,1869,2260
AT3G48440,1182,1172,1663,772,1014,888
AT3G48450,1021,930,1452,1066,959,994
AT3G48460,1000,1114,1035,954,1679,1082
AT3G48470,1075,999,1187,606,781,821
AT3G48480,239,209,257,79,198,153
AT3G48490,269,198,255,166,249,135
AT3G48500,1189,1033,1217,650,833,682
AT3G48510,193,160,113,11206,12973,9567
AT3G48515,0,0,0,0,0,0
AT3G48520,619,437,492,6393,6332,7008
AT3G48530,7929,6324,8682,10262,11291,10962
AT3G48540,333,332,366,194,279,174
AT3G48550,163,218,266,112,177,153
AT3G48560,12383,12611,14557,8456,10779,9625
AT3G48570,1784,1722,2413,1103,1451,1108
AT3G48580,76,91,112,690,488,607
AT3G48590,662,584,888,533,558,645
AT3G48600,239,225,298,142,237,206
AT3G48610,1735,1407,1854,1069,1146,1477
AT3G48620,12,4,12,7,3,4
AT3G48630,0,0,1,0,0,2
AT3G48640,40,20,26,8,4,6
AT3G48660,660,524,457,189,335,192
AT3G48670,6520,5177,4618,3101,3872,2919
AT3G48675,0,0,0,0,0,0
AT3G48680,6939,6440,7361,5056,6675,5829
AT3G48690,3588,3538,5073,7711,9127,8573
AT3G48700,551,628,795,611,1100,869
AT3G48710,2374,2139,2796,1339,1548,1789
AT3G48720,2,2,1,6,0,0
AT3G48730,1329,1215,1437,639,802,669
AT3G48740,30,11,81,147,106,303
AT3G48745,0,0,0,0,0,0
AT3G48750,5543,5112,6191,3692,5006,4022
AT3G48760,4569,4159,5808,4141,4517,4523
AT3G48770,58,81,113,38,42,62
AT3G48780,4685,4207,5638,4247,4794,4636
AT3G48790,23,30,15,15,27,18
AT3G48800,646,580,773,436,477,451
AT3G48810,502,424,647,334,387,439
AT3G48820,2533,2267,2986,1547,1861,1833
AT3G48830,624,690,793,256,413,392
AT3G48840,26,15,27,13,19,25
AT3G48850,355,290,359,243,244,252
AT3G48860,2709,2549,3212,1995,2319,2478
AT3G48870,13884,12353,16220,6616,8050,8647
AT3G48880,2167,1998,2734,2034,2452,2168
AT3G48890,8532,7461,10518,5226,6454,6180
AT3G48900,677,649,700,458,584,451
AT3G48920,2221,1700,2155,3154,2999,2643
AT3G48930,38721,37100,37739,16950,30422,18355
AT3G48940,53,39,35,26,27,6
AT3G48950,0,0,0,0,0,0
AT3G48960,26,29,27,21,22,16
AT3G48970,353,270,446,90,168,110
AT3G48980,660,643,739,396,544,542
AT3G48990,15458,11602,21332,18366,16038,19524
AT3G49000,1489,1237,1635,815,934,1165
AT3G49010,51866,51298,53761,21910,36633,24965
AT3G49020,0,4,2,0,1,0
AT3G49030,0,0,0,0,0,0
AT3G49040,0,0,0,0,2,2
AT3G49050,1713,1631,2177,1036,1453,1454
AT3G49051,2,0,0,0,1,0
AT3G49055,36,27,46,35,32,48
AT3G49060,1914,1698,2434,1719,1665,2126
AT3G49070,138,94,407,134,135,258
AT3G49080,5322,5278,6480,2240,2975,2675
AT3G49100,2112,2317,2715,1362,1821,1405
AT3G49110,1015,636,743,379,156,53
AT3G49115,0,0,0,0,0,5
AT3G49120,58136,56794,56487,45347,40643,35694
AT3G49130,206,187,136,136,173,89
AT3G49140,1627,1544,2052,1285,1195,1592
AT3G49142,234,199,309,104,126,133
AT3G49150,16,4,11,3,6,0
AT3G49160,346,281,251,647,1099,613
AT3G49170,649,738,684,225,342,218
AT3G49180,2310,1970,2259,842,1164,977
AT3G49190,349,374,767,208,293,366
AT3G49200,1,0,0,2,4,0
AT3G49210,2527,2445,2976,2620,2779,2425
AT3G49220,2588,2006,3505,5811,7092,6889
AT3G49230,0,0,0,0,1,0
AT3G49240,2956,2865,3480,1012,1142,1109
AT3G49250,1245,1265,1493,639,806,800
AT3G49260,17,18,0,17,2,0
AT3G49270,2,0,0,0,4,2
AT3G49290,1036,856,1004,499,646,648
AT3G49300,0,0,0,0,0,0
AT3G49305,0,0,2,0,0,0
AT3G49307,0,0,0,0,0,0
AT3G49310,3767,3359,4087,2557,3223,2932
AT3G49320,1338,1430,1470,513,810,523
AT3G49330,254,297,530,2047,1432,808
AT3G49340,0,0,0,0,0,0
AT3G49350,2711,2054,2793,1716,1650,1943
AT3G49360,621,498,829,362,440,513
AT3G49370,573,610,940,224,301,431
AT3G49380,582,308,394,368,353,374
AT3G49390,5598,5740,7426,3991,5124,4895
AT3G49400,704,702,788,395,565,588
AT3G49410,891,920,992,311,507,418
AT3G49420,1085,1200,1246,561,852,628
AT3G49430,6414,6170,7445,3705,4582,4016
AT3G49440,0,0,0,0,0,0
AT3G49450,0,0,0,0,0,0
AT3G49460,0,2,2,0,0,0
AT3G49470,2407,2278,2797,1106,1549,1287
AT3G49480,18,10,10,12,10,26
AT3G49490,6905,5734,7720,6326,6278,7507
AT3G49500,4065,3824,5048,2009,2842,2843
AT3G49510,179,149,221,153,176,140
AT3G49520,0,0,0,1,2,6
AT3G49530,3244,2612,3813,2713,3029,3173
AT3G49540,0,4,2,3,8,7
AT3G49550,825,1008,1123,563,676,697
AT3G49551,134,152,161,85,107,118
AT3G49560,3277,3023,4134,1973,2161,2342
AT3G49570,428,321,736,281,305,555
AT3G49580,764,756,1291,1127,963,1384
AT3G49590,2498,2371,3262,3351,3716,3829
AT3G49600,2086,1935,2620,1472,1611,1638
AT3G49601,4382,4128,5398,3296,3221,3775
AT3G49610,0,0,0,0,0,0
AT3G49620,9,4,27,12,4,8
AT3G49630,323,291,562,16,4,17
AT3G49640,1785,1820,1942,978,1430,1168
AT3G49645,966,919,1173,600,756,806
AT3G49650,611,600,745,352,351,509
AT3G49660,727,673,969,313,460,439
AT3G49668,725,518,982,330,322,466
AT3G49670,3788,3671,5624,1961,2425,2775
AT3G49680,7835,6441,9821,3146,3824,3960
AT3G49690,406,375,635,539,623,695
AT3G49700,5,4,12,0,0,2
AT3G49710,536,476,545,210,287,213
AT3G49720,8301,7062,10082,4081,4964,4756
AT3G49725,1456,1372,1554,760,794,802
AT3G49730,621,560,789,318,370,369
AT3G49740,430,364,463,154,226,180
AT3G49744,1,0,4,5,1,1
AT3G49750,729,748,1248,413,587,655
AT3G49760,819,626,1000,568,760,869
AT3G49770,0,2,0,1,0,0
AT3G49780,5127,3405,7000,1090,651,1028
AT3G49790,616,708,917,1074,1284,1060
AT3G49796,0,0,2,0,2,0
AT3G49800,3586,3490,4395,3283,4156,3342
AT3G49810,3569,3259,3926,1939,2568,2096
AT3G49820,105,120,111,84,92,74
AT3G49830,167,156,128,97,86,75
AT3G49840,584,490,618,338,450,497
AT3G49845,833,796,1338,283,291,304
AT3G49850,1432,1384,1829,1007,1163,1132
AT3G49860,1206,945,1252,455,508,557
AT3G49870,4047,3234,3921,2793,3369,3067
AT3G49880,1673,1632,2162,1424,1576,1504
AT3G49890,924,781,974,362,474,455
AT3G49900,237,215,245,105,177,134
AT3G49910,62598,60805,61053,28550,47266,29993
AT3G49920,417,362,436,197,323,325
AT3G49925,0,0,1,0,0,0
AT3G49930,201,207,265,83,109,163
AT3G49940,7200,6641,12524,2001,1745,3127
AT3G49950,12,14,34,6,6,12
AT3G49960,2034,2881,5033,1674,1056,2278
AT3G49970,0,0,0,0,0,2
AT3G49980,4,2,3,2,0,4
AT3G49990,4256,4050,4789,1905,2299,2119
AT3G50000,9157,8349,10054,7541,9536,8086
AT3G50010,1818,1345,1724,272,338,308
AT3G50020,0,2,4,0,0,0
AT3G50022,0,0,0,0,0,0
AT3G50030,197,177,296,241,236,388
AT3G50040,211,199,215,92,119,111
AT3G50050,1414,1283,1789,748,944,905
AT3G50060,451,466,661,280,487,333
AT3G50070,4310,4159,4195,2304,3292,2449
AT3G50080,1496,1629,1925,1265,1620,1298
AT3G50090,2,0,4,2,0,1
AT3G50100,393,439,545,145,213,281
AT3G50110,1070,1009,1384,604,671,752
AT3G50120,55,176,131,60,60,69
AT3G50123,0,0,0,0,0,0
AT3G50130,318,479,768,316,264,353
AT3G50140,124,202,237,44,40,85
AT3G50150,116,217,213,42,34,46
AT3G50160,2,0,8,0,0,0
AT3G50170,85,105,81,15,27,7
AT3G50180,39,48,54,14,10,6
AT3G50190,484,524,549,274,327,297
AT3G50200,388,498,421,90,123,106
AT3G50210,3394,3239,3983,2377,2726,3012
AT3G50220,181,143,292,212,280,343
AT3G50230,938,836,870,453,599,572
AT3G50240,1098,1102,1270,669,743,833
AT3G50250,0,0,0,0,0,0
AT3G50260,1541,1302,1759,1896,1227,1213
AT3G50270,10,6,14,2,2,2
AT3G50280,270,362,573,105,146,230
AT3G50290,91,87,151,55,84,138
AT3G50300,1672,1601,3191,864,1212,1461
AT3G50310,56,42,104,6,8,10
AT3G50320,0,1,1,1,1,0
AT3G50330,2,0,8,0,0,8
AT3G50337,0,0,0,0,0,0
AT3G50340,1696,1621,2190,823,1055,1099
AT3G50350,3341,3277,3253,676,685,570
AT3G50360,4720,4391,5576,3589,4731,3899
AT3G50370,10808,7206,12459,7118,6324,9442
AT3G50373,0,0,0,0,0,0
AT3G50380,3432,2867,4249,3508,3857,4707
AT3G50390,7,12,30,58,59,74
AT3G50400,1171,1084,1967,17622,11669,9892
AT3G50410,468,538,646,742,894,975
AT3G50420,301,255,296,132,137,134
AT3G50430,992,942,1203,771,843,959
AT3G50440,178,183,167,198,231,121
AT3G50450,2,0,8,0,0,0
AT3G50460,327,321,331,5,0,4
AT3G50470,233,227,292,20,16,36
AT3G50480,621,622,668,86,112,106
AT3G50500,10179,9269,11912,8516,9600,9525
AT3G50505,0,0,0,0,0,0
AT3G50510,0,0,0,0,2,0
AT3G50520,2221,2224,2472,1574,2337,1683
AT3G50530,5180,4707,6988,3201,3774,4219
AT3G50540,0,0,0,0,0,0
AT3G50550,2142,1931,2430,1347,1683,1400
AT3G50560,45,23,24,12,0,4
AT3G50570,2,0,4,2,0,0
AT3G50580,0,0,0,0,0,0
AT3G50590,10304,8726,12501,7191,7384,9227
AT3G50610,398,297,455,63,158,63
AT3G50620,1611,1564,2076,927,1241,1182
AT3G50630,1058,1094,1950,919,1054,1317
AT3G50640,1270,2137,2989,705,968,902
AT3G50650,1217,974,1919,860,896,1121
AT3G50651,0,0,2,0,0,0
AT3G50660,3201,2952,3675,2631,2626,3036
AT3G50665,0,2,2,0,0,0
